"PARENT COMPANY","year","GHG"
"WELLESLEY COLLEGE","2015",26224
"WELLESLEY COLLEGE","2016",26525
"WELLESLEY COLLEGE","2017",25811
"WELLESLEY COLLEGE","2018",22452
"WELLESLEY COLLEGE","2019",21157
"WELLESLEY COLLEGE","2020",14381
"WELLESLEY COLLEGE","2021",16096
"WELLESLEY COLLEGE","2022",11896
"WELLHEAD ELECTRIC CO","2015",48627
"WELLHEAD ELECTRIC CO","2016",17666
"WELLHEAD ELECTRIC CO","2017",25367
"WELLHEAD ELECTRIC CO","2018",14372
"WELLHEAD ELECTRIC CO","2019",9813
"WELLHEAD ELECTRIC CO","2020",7323
"WELLHEAD ELECTRIC CO","2021",34765
"WELLHEAD ELECTRIC CO","2022",19605
"WELLHEAD POWER GATES, LLC","2011",1329
"WELLS FARGO & CO","2019",29976.31
"WELLS FARGO & CO","2020",31980.06
"WELLS FARGO & CO","2021",4813.185
"WELLS FARGO & CO","2022",2911.902
"WELLS FARGO ENERGY CAPITAL INC","2018",15724.5
"WELLSPRING CAPITAL MANAGEMENT LLC","2015",52337
"WELLSPRING CAPITAL MANAGEMENT LLC","2016",3533.733
"WELLSPRING CAPITAL MANAGEMENT LLC","2017",2342.74
"WEST BAY EXPLORATION","2015",49161
"WEST BAY EXPLORATION","2016",57487
"WEST BAY EXPLORATION","2017",105152
"WEST BAY EXPLORATION","2018",55520
"WEST BAY EXPLORATION CO","2019",47342
"WEST BAY EXPLORATION CO","2020",35273
"WEST BAY EXPLORATION CO","2021",52412
"WEST BAY EXPLORATION CO","2022",35404
"WEST FRASER INC","2017",28603
"WEST FRASER INC","2018",195149
"WEST FRASER INC","2019",170415
"WEST FRASER INC","2020",193110
"WEST FRASER INC","2021",215016
"WEST FRASER INC","2022",208042
"WEST LINN PAPER CO","2011",99149
"WEST LINN PAPER CO","2012",100479
"WEST LINN PAPER CO","2013",96462
"WEST LINN PAPER CO","2014",92128
"WEST LINN PAPER CO","2015",93701
"WEST LINN PAPER CO","2016",89379
"WEST LINN PAPER CO","2017",73927
"WEST TEXAS GAS INC","2015",67618.26
"WEST TEXAS GAS INC","2016",458001
"WEST TEXAS GAS INC","2017",85127.25
"WEST TEXAS GAS INC","2018",86068.53
"WEST TEXAS GAS INC","2019",99737.45
"WEST TEXAS GAS INC","2020",99724.93
"WEST TEXAS GAS INC","2021",85875.13
"WEST TEXAS GAS INC","2022",84887.81
"WEST TEXAS GAS, INC","2011",65196.79
"WEST TEXAS GAS, INC","2012",71993.14
"WEST TEXAS GAS, INC","2013",40369.23
"WEST TEXAS GAS, INC","2014",38788.2
"WESTAR ENERGY INC","2011",4587906.419
"WESTAR ENERGY INC","2012",4775746.845
"WESTAR ENERGY INC","2013",4201531.223
"WESTAR ENERGY INC","2014",21843661.615
"WESTAR ENERGY INC","2015",19851311.881
"WESTAR ENERGY INC","2016",18136900.672
"WESTAR ENERGY INC","2017",16684576.531
"WESTAR ENERGY INC","2018",16651903.923
"WESTAR ENERGY INC","2021",52056
"WESTAR ENERGY INC","2022",56627
"WESTCHESTER COUNTY DEPARTMENT OF ENVIRONMENTAL FACILITIES","2015",35676
"WESTCHESTER COUNTY DEPARTMENT OF ENVIRONMENTAL FACILITIES","2016",33708
"WESTCHESTER COUNTY DEPARTMENT OF ENVIRONMENTAL FACILITIES","2017",32947
"WESTCHESTER COUNTY DEPARTMENT OF ENVIRONMENTAL FACILITIES","2018",31588
"WESTCHESTER COUNTY DEPARTMENT OF ENVIRONMENTAL FACILITIES","2019",29268
"WESTCHESTER COUNTY DEPARTMENT OF ENVIRONMENTAL FACILITIES","2020",27790
"WESTCHESTER COUNTY DEPARTMENT OF ENVIRONMENTAL FACILITIES","2021",26482
"WESTCHESTER COUNTY DEPARTMENT OF ENVIRONMENTAL FACILITIES","2022",25387
"WESTERN AREA POWER ADMINISTRATION","2014",660.892
"WESTERN AREA POWER ADMINISTRATION","2015",1181.4552
"WESTERN AREA POWER ADMINISTRATION","2016",589.9465
"WESTERN AREA POWER ADMINISTRATION","2017",329.2458
"WESTERN AREA POWER ADMINISTRATION","2018",180.177
"WESTERN AREA POWER ADMINISTRATION","2019",258.692
"WESTERN BERKS LANDFILL ACQUISITION CO, LLC","2011",62227
"WESTERN BERKS LANDFILL ACQUISITION CO, LLC","2012",78109
"WESTERN FARMERS ELECTRIC COOPERATIVE","2011",3506336
"WESTERN FARMERS ELECTRIC COOPERATIVE","2012",3220320
"WESTERN FARMERS ELECTRIC COOPERATIVE","2013",3942794
"WESTERN FARMERS ELECTRIC COOPERATIVE","2014",3388512
"WESTERN FARMERS ELECTRIC COOPERATIVE","2015",3471806
"WESTERN FARMERS ELECTRIC COOPERATIVE","2016",3375383
"WESTERN FARMERS ELECTRIC COOPERATIVE","2017",3673910
"WESTERN FARMERS ELECTRIC COOPERATIVE","2018",2796317
"WESTERN FARMERS ELECTRIC COOPERATIVE","2019",1189221
"WESTERN FARMERS ELECTRIC COOPERATIVE","2020",580700
"WESTERN FARMERS ELECTRIC COOPERATIVE","2021",1343167
"WESTERN FARMERS ELECTRIC COOPERATIVE","2022",1395634
"WESTERN MICHIGAN COGENERATION LP","2015",280562.04
"WESTERN MICHIGAN COGENERATION LP","2016",283890.64
"WESTERN MICHIGAN COGENERATION LP","2017",267804.68
"WESTERN MICHIGAN COGENERATION LP","2018",263868.44
"WESTERN MICHIGAN COGENERATION LP","2019",226677.44
"WESTERN MICHIGAN COGENERATION LP","2020",236047.68
"WESTERN MICHIGAN COGENERATION LP","2021",208508.52
"WESTERN MICHIGAN COGENERATION LP","2022",214462.6
"WESTERN MICHIGAN UNIVERSITY","2011",69221
"WESTERN MICHIGAN UNIVERSITY","2012",65863
"WESTERN MICHIGAN UNIVERSITY","2013",69663
"WESTERN MICHIGAN UNIVERSITY","2014",71063
"WESTERN MICHIGAN UNIVERSITY","2015",68087
"WESTERN MICHIGAN UNIVERSITY","2016",65397
"WESTERN MICHIGAN UNIVERSITY","2017",47475
"WESTERN MICHIGAN UNIVERSITY","2018",71433
"WESTERN MICHIGAN UNIVERSITY","2019",68787
"WESTERN MICHIGAN UNIVERSITY","2020",62085
"WESTERN MICHIGAN UNIVERSITY","2021",62610
"WESTERN MICHIGAN UNIVERSITY","2022",65240
"WESTERN MIDSTREAM PARTNERS LLC","2019",82116
"WESTERN MIDSTREAM PARTNERS LLC","2020",77507
"WESTERN MIDSTREAM PARTNERS LP","2019",93076
"WESTERN MIDSTREAM PARTNERS LP","2020",3237427
"WESTERN MIDSTREAM PARTNERS LP","2021",3069924
"WESTERN MIDSTREAM PARTNERS LP","2022",3111298
"WESTERN MIDSTREAM PARTNERS, LP","2019",477757
"WESTERN MINNESOTA MUNICIPAL POWER AGENCY","2011",6144
"WESTERN MINNESOTA MUNICIPAL POWER AGENCY","2012",23875
"WESTERN MINNESOTA MUNICIPAL POWER AGENCY","2013",5358
"WESTERN MINNESOTA MUNICIPAL POWER AGENCY","2014",2853
"WESTERN MINNESOTA MUNICIPAL POWER AGENCY","2015",10907
"WESTERN MINNESOTA MUNICIPAL POWER AGENCY","2017",26961
"WESTERN MINNESOTA MUNICIPAL POWER AGENCY","2018",1999294.6591
"WESTERN MINNESOTA MUNICIPAL POWER AGENCY","2019",1814081.7668
"WESTERN MINNESOTA MUNICIPAL POWER AGENCY","2020",1587501.6436
"WESTERN MINNESOTA MUNICIPAL POWER AGENCY","2021",1699262.1511
"WESTERN MINNESOTA MUNICIPAL POWER AGENCY","2022",1988789.9961
"WESTERN NEW YORK ENERGY LLC","2015",75835
"WESTERN NEW YORK ENERGY LLC","2016",79054
"WESTERN NEW YORK ENERGY LLC","2017",78757
"WESTERN NEW YORK ENERGY LLC","2018",77838
"WESTERN NEW YORK ENERGY LLC","2019",78764
"WESTERN NEW YORK ENERGY LLC","2020",74516
"WESTERN NEW YORK ENERGY LLC","2021",76283
"WESTERN NEW YORK ENERGY LLC","2022",81997
"WESTERN NEW YORK ENERGY, LLC","2011",75568
"WESTERN NEW YORK ENERGY, LLC","2012",75076
"WESTERN NEW YORK ENERGY, LLC","2013",75438
"WESTERN NEW YORK ENERGY, LLC","2014",76816
"WESTERN PLACER WASTE MANAGEMENT AUTHORITY","2011",34550
"WESTERN PLACER WASTE MANAGEMENT AUTHORITY","2012",29850
"WESTERN PLACER WASTE MANAGEMENT AUTHORITY","2013",27825
"WESTERN PLACER WASTE MANAGEMENT AUTHORITY","2014",38350
"WESTERN PLACER WASTE MANAGEMENT AUTHORITY","2015",49800
"WESTERN PLACER WASTE MANAGEMENT AUTHORITY","2016",34500
"WESTERN PLACER WASTE MANAGEMENT AUTHORITY","2017",38625
"WESTERN PLACER WASTE MANAGEMENT AUTHORITY","2018",35800
"WESTERN PLACER WASTE MANAGEMENT AUTHORITY","2022",26175
"WESTERN PLAINS ENERGY LLC","2015",47349
"WESTERN PLAINS ENERGY LLC","2016",49225
"WESTERN PLAINS ENERGY LLC","2017",46584
"WESTERN PLAINS ENERGY LLC","2018",46820
"WESTERN PLAINS ENERGY LLC","2019",46391
"WESTERN PLAINS ENERGY LLC","2020",46936
"WESTERN PLAINS ENERGY LLC","2021",39195
"WESTERN PLAINS ENERGY LLC","2022",46404
"WESTERN REFINING INC","2011",1060890
"WESTERN REFINING INC","2012",1100677
"WESTERN REFINING INC","2013",1007585
"WESTERN REFINING INC","2014",1362157
"WESTERN REFINING INC","2015",1920365
"WESTERN REFINING INC","2016",2283444
"WESTERN SUGAR COOPERATIVE","2011",589171
"WESTERN SUGAR COOPERATIVE","2012",684015
"WESTERN SUGAR COOPERATIVE","2013",598293
"WESTERN SUGAR COOPERATIVE","2014",688574
"WESTERN SUGAR COOPERATIVE","2015",646502
"WESTERN SUGAR COOPERATIVE","2016",544039
"WESTERN SUGAR COOPERATIVE","2017",724584
"WESTERN SUGAR COOPERATIVE","2018",734717
"WESTERN SUGAR COOPERATIVE","2019",529990
"WESTEX HOLDINGS, LLC","2011",46402
"WESTEX HOLDINGS, LLC","2012",39499
"WESTEX HOLDINGS, LLC","2013",34398
"WESTLAKE CHEMICAL CORP","2011",1657089
"WESTLAKE CHEMICAL CORP","2012",1572166
"WESTLAKE CHEMICAL CORP","2013",1781229
"WESTLAKE CHEMICAL CORP","2014",2730570
"WESTLAKE CHEMICAL CORP","2015",1662587
"WESTLAKE CHEMICAL CORP","2016",2816923
"WESTLAKE CHEMICAL CORP","2017",3494065
"WESTLAKE CHEMICAL CORP","2018",3382854
"WESTLAKE CHEMICAL CORP","2019",4114262.7814
"WESTLAKE CHEMICAL CORP","2020",6329528.6816
"WESTLAKE CHEMICAL CORP","2021",6361415.092
"WESTLAKE CHEMICAL CORP","2022",3738807.9537
"WESTLAKE CORP","2022",3167904
"WESTMORELAND COAL CO","2015",1294874
"WESTMORELAND COAL CO","2016",1002753
"WESTMORELAND COAL CO","2017",773761
"WESTMORELAND COAL CO","2018",614208
"WESTMORELAND COAL CO","2019",38145
"WESTMORELAND MINING LLC","2020",270820
"WESTMORELAND MINING LLC","2021",725512
"WESTMORELAND MINING LLC","2022",373716
"WESTMORELAND SANITARY LANDFILL LLC","2015",44448
"WESTMORELAND SANITARY LANDFILL LLC","2016",43677
"WESTMORELAND SANITARY LANDFILL LLC","2017",33641
"WESTMORELAND SANITARY LANDFILL LLC","2018",42340
"WESTMORELAND WASTE LLC","2019",42442
"WESTMORELAND WASTE LLC","2020",41694
"WESTMORELAND WASTE LLC","2021",49435
"WESTMORELAND WASTE LLC","2022",48153
"WESTROCK CO","2015",2478118
"WESTROCK CO","2016",6098803
"WESTROCK CO","2017",5600241
"WESTROCK CO","2018",6636312.64
"WESTROCK CO","2019",6808155.8
"WESTROCK CO","2020",6803834.72
"WESTROCK CO","2021",6957773.92
"WESTROCK CO","2022",6529130.68
"WESTROCK CORP","2015",72968
"WESTWOOD GENERATION LLC","2014",377014
"WESTWOOD GENERATION LLC","2015",361740
"WESTWOOD GENERATION LLC","2016",101164
"WESTWOOD GENERATION LLC","2017",42065
"WESTWOOD GENERATION LLC","2018",388432
"WETT HOLDINGS LLC","2019",237
"WETT HOLDINGS LLC","2020",32
"WETT HOLDINGS LLC","2021",1076
"WETT HOLDINGS LLC","2022",455
"WEXFORD COUNTY LANDFILL","2015",101926
"WEXFORD COUNTY LANDFILL","2016",110498
"WEXFORD COUNTY LANDFILL","2017",120373
"WEXFORD COUNTY LANDFILL","2018",128169
"WEXFORD COUNTY LANDFILL","2019",178795
"WEYERHAEUSER CO","2011",687775
"WEYERHAEUSER CO","2012",668429
"WEYERHAEUSER CO","2013",636698
"WEYERHAEUSER CO","2014",553310
"WEYERHAEUSER CO","2015",774235
"WEYERHAEUSER CO","2016",36571
"WEYERHAEUSER CO","2017",34419
"WEYERHAEUSER CO","2018",35633
"WEYERHAEUSER CO","2019",35995
"WEYERHAEUSER CO","2020",33020
"WEYERHAEUSER CO","2021",35530
"WEYERHAEUSER CO","2022",36382
"WGL HOLDINGS INC","2011",229055
"WGL HOLDINGS INC","2012",214645
"WGL HOLDINGS INC","2013",201009
"WGL HOLDINGS INC","2014",195972
"WGL HOLDINGS INC","2015",189270
"WGL HOLDINGS INC","2016",177434
"WGL HOLDINGS INC","2017",180079
"WGL Holdings Inc.","2010",27019
"WGR Asset Holding Company LLC","2011",62272
"WGR Operating LP","2013",51578
"WGR Operating LP","2014",356635
"WH GROUP LTD","2016",96042
"WH GROUP LTD","2017",65826
"WH GROUP LTD","2018",95914
"WH GROUP LTD","2019",92116
"WH Group LTD","2015",83308
"WHEELABRATOR TECHNOLOGIES HOLDINGS INC","2019",2691928
"WHEELABRATOR TECHNOLOGIES HOLDINGS INC","2020",2280707
"WHEELABRATOR TECHNOLOGIES HOLDINGS INC","2021",2101540
"WHEELABRATOR TECHNOLOGIES HOLDINGS INC","2022",2047419
"WHEMCO INC","2011",24860
"WHEMCO INC","2012",20746
"WHEMCO INC","2013",18037
"WHEMCO INC","2014",19311
"WHEMCO INC","2015",19678
"WHEMCO INC","2016",19256
"WHEMCO INC","2017",21833
"WHEMCO INC","2018",17294
"WHEMCO INC","2019",16678
"WHEMCO INC","2020",19188
"WHEMCO INC","2021",15401
"WHEMCO INC","2022",13044
"WHEMCO, Inc.","2010",25503
"WHIRLPOOL CORP","2011",48624
"WHIRLPOOL CORP","2012",45942
"WHIRLPOOL CORP","2013",47900
"WHIRLPOOL CORP","2014",50940
"WHIRLPOOL CORP","2015",48188
"WHIRLPOOL CORP","2016",24807
"WHIRLPOOL CORP","2017",24132
"WHIRLPOOL CORP","2018",22028
"WHIRLPOOL CORP","2019",22836
"WHITE ENERGY HOLDING CO LLC","2011",284571
"WHITE ENERGY HOLDING CO LLC","2012",467233
"WHITE ENERGY HOLDING CO LLC","2013",175034
"WHITE ENERGY HOLDING CO LLC","2014",256856
"WHITE ENERGY HOLDING CO LLC","2015",274299
"WHITE ENERGY HOLDING CO LLC","2016",264938
"WHITE ENERGY HOLDING CO LLC","2017",272773
"WHITE ENERGY HOLDING CO LLC","2018",275672
"WHITE ENERGY HOLDING CO LLC","2019",271263
"WHITE ENERGY HOLDING CO LLC","2020",149028
"WHITE ENERGY HOLDING CO LLC","2021",228371
"WHITE ENERGY HOLDING CO LLC","2022",235805
"WHITE OAK ENERGY","2015",157013
"WHITE OAK ENERGY","2016",159987
"WHITE OAK ENERGY","2017",170745
"WHITE OAK ENERGY","2018",155361
"WHITE OAK ENERGY LLC","2019",141160
"WHITE OAK ENERGY LLC","2020",114772
"WHITE OAK ENERGY LLC","2021",128038
"WHITE OAK ENERGY LLC","2022",113757
"WHITE ROCK OIL & GAS LLC","2016",76723
"WHITE ROCK OIL & GAS LLC","2017",133301
"WHITE ROCK OIL & GAS LLC","2018",250842
"WHITE ROCK OIL & GAS LLC","2019",189140
"WHITE ROCK OIL & GAS LLC","2020",242924
"WHITE ROCK OIL & GAS LLC","2021",212117
"WHITE ROCK OIL & GAS LLC","2022",218544
"WHITE STAR PETROLEUM LLC","2017",115752
"WHITE STAR PETROLEUM LLC","2018",38488
"WHITING OIL & GAS CORP","2015",754.05229188
"WHITING OIL & GAS CORP","2016",711.60426468
"WHITING OIL & GAS CORP","2017",630.63003888
"WHITING OIL & GAS CORP","2018",40990.48048456
"WHITING OIL AND GAS CORP","2012",1159.15411668
"WHITING OIL AND GAS CORP","2013",1333.56014148
"WHITING OIL AND GAS CORP","2014",917.89244904
"WHITING OIL GAS CORP","2019",29157
"WHITING OIL GAS CORP","2020",20930
"WHITING OIL GAS CORP","2021",10858
"WHITING OIL GAS CORP","2022",20671
"WHITING PETROLEUM CORP","2011",590841.8493
"WHITING PETROLEUM CORP","2012",609681.6371
"WHITING PETROLEUM CORP","2013",868659.6588
"WHITING PETROLEUM CORP","2014",2173628.9028
"WHITING PETROLEUM CORP","2015",2446317.8798
"WHITING PETROLEUM CORP","2016",1458656.4051
"WHITING PETROLEUM CORP","2017",1772567.0254
"WHITING PETROLEUM CORP","2018",2591334.69
"WHITING PETROLEUM CORP","2019",3039202.64
"WHITING PETROLEUM CORP","2020",1243717
"WHITING PETROLEUM CORP","2021",1018764
"WHITING PETROLEUM CORP","2022",842996
"WHITNEY OIL & GAS LLC","2015",81789
"WHITNEY OIL & GAS LLC","2016",80706
"WHITNEY OIL & GAS LLC","2017",71863
"WHITNEY OIL & GAS LLC","2018",67401
"WHITNEY OIL & GAS LLC","2019",60904
"WHITNEY OIL & GAS LLC","2020",37872
"WHITNEY OIL & GAS LLC","2021",20230
"WHITNEY OIL & GAS LLC","2022",23196
"WHOLESTONE FARMS COOPERATIVE INC","2019",28920
"WHOLESTONE FARMS COOPERATIVE INC","2020",24134
"WHOLESTONE FARMS COOPERATIVE INC","2021",20167
"WHOLESTONE FARMS COOPERATIVE INC","2022",20352
"WICOMICO COUNTY MARYLAND","2015",37256
"WICOMICO COUNTY MARYLAND","2016",37654
"WICOMICO COUNTY MARYLAND","2017",47523
"WICOMICO COUNTY MARYLAND","2018",43102
"WICOMICO COUNTY MARYLAND","2019",38020
"WICOMICO COUNTY MARYLAND","2020",35479
"WICOMICO COUNTY MARYLAND","2021",51606
"WICOMICO COUNTY MARYLAND","2022",46305
"WIELAND HOLDINGS INC","2021",25464
"WIELAND HOLDINGS INC","2022",29651
"WILDCAT MIDSTREAM CADDO LLC","2015",72065
"WILDCAT MIDSTREAM CADDO LLC","2016",98881
"WILDFIRE ENERGY LLC","2022",78326
"WILDHORSE RESOURCES LLC","2016",84168
"WILDHORSE RESOURCES LLC","2017",216567
"WILDHORSE RESOURCES LLC","2018",197997
"WILKES COUNTY","2015",53483
"WILKES COUNTY","2016",54703
"WILKES COUNTY","2017",55640
"WILKES COUNTY","2018",56959
"WILKES COUNTY","2019",58330
"WILKES COUNTY","2020",59793
"WILKES COUNTY","2021",61105
"WILKES COUNTY NORTH CAROLINA","2022",62470
"WILKS BROTHERS LLC","2021",44979
"WILKS BROTHERS LLC","2022",50455
"WILKS BROTHERS, LLC","2020",29543
"WILLAMETTE FALLS PAPER CO","2020",55769
"WILLAMETTE FALLS PAPER CO","2021",62464
"WILLAMETTE FALLS PAPER CO","2022",74203
"WILLIAM MARSH RICE UNIVERSITY INC","2019",13936
"WILLIAM MARSH RICE UNIVERSITY INC","2020",6237
"WILLIAM MARSH RICE UNIVERSITY INC","2021",19527
"WILLIAM MARSH RICE UNIVERSITY INC","2022",19541
"WILLIAMS COS INC (THE)","2019",100087.75
"WILLIAMS COS INC (THE)","2020",14167
"WILLIAMS COS INC (THE)","2021",50961.5
"WILLIAMS COS INC (THE)","2022",58004.45
"WILLIAMS OLEFINS LLC","2011",592752
"WILLIAMS OLEFINS LLC","2012",654877
"WILLIAMS PARTERNS, LP","2015",103857
"WILLIAMS PARTNERS LP","2015",21481
"WILLIAMS PARTNERS LP","2016",688592.1012
"WILLIAMS PARTNERS LP","2017",11240985.3
"WILLIAMS PARTNERS, LOP","2015",44945
"WILLIAMS PARTNERS, LP","2011",352441
"WILLIAMS PARTNERS, LP","2012",358495
"WILLIAMS PARTNERS, LP","2013",7931522.7
"WILLIAMS PARTNERS, LP","2014",7348117.1
"WILLIAMS PARTNERS, LP","2015",8732199.5
"WILLIAMS PARTNERS, LP","2016",11571924
"WILLIAMS, PARTNERS, LP","2015",27352
"WILLIAMSON COUNTY TENNESSEE","2015",20563
"WILLIMAS PARTNERS, LP","2015",31480
"WIN Waste Innovations","2022",188431
"WINDSET FARMS INC","2015",39460
"WINDSET FARMS INC","2016",40697
"WINDSET FARMS INC","2017",37579
"WINDSET FARMS INC","2018",37523
"WINDSET FARMS INC","2019",33600
"WINDSET FARMS INC","2020",31150
"WINDSET FARMS INC","2021",34094
"WINDSET FARMS INC","2022",29515
"WINFIELD RESOURCES LLC","2018",10430.585
"WINFIELD RESOURCES LLC","2019",14562.223
"WINFIELD RESOURCES LLC","2020",17262.056
"WINNEBAGO COUNTY SOLID WASTE MANAGEMENT BOARD","2015",49345
"WINNEBAGO COUNTY SOLID WASTE MANAGEMENT BOARD","2016",47376
"WINNEBAGO COUNTY SOLID WASTE MANAGEMENT BOARD","2017",37778
"WINNEBAGO COUNTY SOLID WASTE MANAGEMENT BOARD","2018",29199
"WINNEBAGO COUNTY SOLID WASTE MANAGEMENT BOARD","2019",26112
"WINNEBAGO COUNTY SOLID WASTE MANAGEMENT BOARD","2020",24951
"WINNEBAGO COUNTY SOLID WASTE MANAGEMENT BOARD","2021",23512
"WINNEBAGO COUNTY SOLID WASTE MANAGEMENT BOARD","2022",21955
"WINNESHIEK COUNTY SANITARY LANDFILL","2015",36964
"WINNESHIEK COUNTY SANITARY LANDFILL","2016",36833
"WINNESHIEK COUNTY SANITARY LANDFILL","2017",36700
"WINNESHIEK COUNTY SANITARY LANDFILL","2018",36597
"WINNESHIEK COUNTY SANITARY LANDFILL","2019",36515
"WINNESHIEK COUNTY SANITARY LANDFILL","2020",36350
"WINNESHIEK COUNTY SANITARY LANDFILL","2021",36081
"WINNESHIEK COUNTY SANITARY LANDFILL","2022",35980
"WINSTON PLYWOOD & VENEER LLC","2018",67276
"WINSTON PLYWOOD & VENEER LLC","2019",66273
"WINSTON PLYWOOD & VENEER LLC","2020",62370
"WINSTON PLYWOOD & VENEER LLC","2021",68148
"WINSTON PLYWOOD & VENEER LLC","2022",71154
"WISCONSIN ENERGY CORP","2011",92033
"WISCONSIN ENERGY CORP","2012",90680
"WISCONSIN ENERGY CORP","2013",92128
"WISCONSIN ENERGY CORP","2014",22019156.04
"WISE METALS GROUP","2011",282800
"WISE METALS GROUP","2012",283301
"WISE METALS GROUP","2013",306281
"WISE METALS GROUP","2014",300301
"WISE METALS GROUP","2015",298575
"WISE METALS GROUP","2016",526205
"WISE METALS GROUP","2017",297485
"WISE METALS GROUP","2018",280988
"WISE METALS GROUP","2019",321580
"WISE METALS GROUP","2020",303549
"WISE METALS GROUP","2021",271207
"WISE METALS GROUP","2022",270990
"WOLD ENERGY PARTNERS LLC","2016",6976
"WOLD ENERGY PARTNERS LLC","2017",18934
"WOLD ENERGY PARTNERS LLC","2018",39970
"WOLD ENERGY PARTNERS LLC","2019",17937
"WOLD ENERGY PARTNERS LLC","2020",18634
"WOLD ENERGY PARTNERS LLC","2021",14884
"WOLF HOLLOW I POWER LLC","2019",886823
"WOLVERINE FUELS LLC","2019",52855
"WOLVERINE FUELS LLC","2020",35110
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2011",32179
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2012",73935
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2013",57380
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2014",122449.4516
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2015",256309.6444
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2016",568215.452
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2017",543003.6368
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2018",786963.3712
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2019",533794.3808
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2020",787543.6844
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2021",826728.6096
"WOLVERINE POWER SUPPLY COOPERATIVE INC","2022",839703.4096
"WOOD ISLAND WASTE MANAGEMENT INC","2019",50464
"WOOD ISLAND WASTE MANAGEMENT INC","2020",52944
"WOOD ISLAND WASTE MANAGEMENT INC","2021",55586
"WOODFORD EXPRESS LLC","2016",37031
