"","PARENT COMPANY","year","GHG"
"34793","TITAN AMERICA LLC","2019",2261591
"34794","TITAN AMERICA LLC","2020",2169967
"34795","TITAN AMERICA LLC","2021",2180754
"34796","TITAN AMERICA LLC","2022",2075865
"34797","TITAN INTERNATIONAL INC","2017",22068
"34798","TITAN INTERNATIONAL INC","2018",23083
"34799","TITAN INTERNATIONAL INC","2019",21968
"34800","TITAN INTERNATIONAL INC","2020",21094
"34801","TITAN INTERNATIONAL INC","2021",23180
"34802","TITAN INTERNATIONAL INC","2022",25705
"34803","TITAN ROCK EXPLORATION & PRODUCTION LLC","2019",55919
"34804","TITAN ROCK EXPLORATION & PRODUCTION LLC","2020",59506
"34805","TITAN ROCK EXPLORATION & PRODUCTION LLC","2021",57217
"34806","TITAN ROCK EXPLORATION & PRODUCTION LLC","2022",54152
"34807","TITAN ROCK EXPLORATION & PRODUCTION, LLC","2018",55979
"34808","TITUS OIL & GAS LLC","2021",107238
"34809","TIVERTON POWER","2020",612827
"34810","TODD BROIN","2016",2735.6
"34811","TODD BROIN","2017",2732.64
"34812","TOKAI CARBON CB","2019",878033
"34813","TOKAI CARBON CB","2020",708364
"34814","TOKAI CARBON CB LTD","2021",797381
"34815","TOKAI CARBON CB LTD","2022",822166
"34816","TOKYO GAS AMERICA LTD","2020",435486.7803
"34817","TOKYO GAS AMERICA LTD","2021",417077.6214
"34818","TOKYO GAS AMERICA LTD","2022",348696.7935
"34819","TOM-Stack, LLC","2016",268444
"34820","TOMPC LLC","2017",80640
"34821","TOMPC LLC","2018",54562
"34822","TOMPC, LLC","2016",95653
"34823","TONAWANDA COKE CORP","2016",44497
"34824","TONAWANDA COKE CORP","2017",61254
"34825","TOP GUN INVESTMENT CORP II","2015",172627
"34826","TOP GUN INVESTMENT CORP II","2016",197425
"34827","TOP GUN INVESTMENT CORP II","2017",185622
"34828","TOP GUN INVESTMENT CORP II","2018",192095
"34829","TOP GUN INVESTMENT CORP II","2019",170352
"34830","TOP GUN INVESTMENT CORP II","2020",106026
"34831","TOP GUN INVESTMENT CORP II","2021",169710
"34832","TOP GUN INVESTMENT CORP II","2022",94986
"34833","TOPAZ POWER GROUP LLC","2012",2234715
"34834","TOPAZ POWER GROUP LLC","2015",1443305
"34835","TOPAZ POWER GROUP LLC","2016",1018200
"34836","TOPAZ POWER GROUP LLC","2017",1030567
"34837","TOPAZ POWER GROUP LLC","2018",1756460
"34838","TORAY HOLDING (USA) INC","2011",57463
"34839","TORAY HOLDING (USA) INC","2012",57834
"34840","TORAY HOLDING (USA) INC","2013",58252
"34841","TORAY HOLDING (USA) INC","2014",72409
"34842","TORAY HOLDING (USA) INC","2015",95585
"34843","TORAY HOLDING (USA) INC","2016",95971
"34844","TORAY HOLDING (USA) INC","2017",96334
"34845","TORAY HOLDING (USA) INC","2018",96062
"34846","TORAY HOLDING (USA) INC","2019",98200
"34847","TORAY INDUSTRIES AMERICA INC","2021",104011
"34848","TORAY INDUSTRIES AMERICA INC","2022",100205
"34849","TOTAL E and P USA, INC","2010",11174.78
"34850","TOTAL E&P USA INC","2015",16964.13
"34851","TOTAL E&P USA INC","2016",16457.53
"34852","TOTAL E&P USA INC","2017",634340.38
"34853","TOTAL E&P USA INC","2018",634551.63
"34854","TOTAL E&P USA, INC.","2011",12647.83
"34855","TOTAL E&P USA, INC.","2012",15621.47
"34856","TOTAL E&P USA, INC.","2013",14420.76
"34857","TOTAL E&P USA, INC.","2014",15959.94
"34858","TOTAL HOLDINGS USA INC","2011",1647041
"34859","TOTAL HOLDINGS USA INC","2012",1981280
"34860","TOTAL HOLDINGS USA INC","2013",1992576
"34861","TOTAL HOLDINGS USA INC","2014",1990159
"34862","TOTAL HOLDINGS USA INC","2015",2373503
"34863","TOTAL HOLDINGS USA INC","2016",2360317.5
"34864","TOTAL HOLDINGS USA INC","2017",1993214.5
"34865","TOTAL HOLDINGS USA INC","2018",2323007
"34866","TOTAL HOLDINGS USA INC","2019",2919361.1
"34867","TOTAL HOLDINGS USA INC","2020",2593451.11
"34868","TOTAL HOLDINGS USA INC","2021",2475421.85
"34869","TOTAL HOLDINGS USA INC","2022",2700167.97
"34870","TOTAL Holdings USA, INC","2012",19590
"34871","TOTAL Holdings USA, INC","2013",21906
"34872","TOTAL Holdings USA, INC","2014",21411
"34873","TOTAL Holdings USA, Inc.","2010",1797761.5
"34874","TOTAL PETROCHEMICALS USA, INC","2011",18861
"34875","TOWER US HOLDINGS IN","2019",72549
"34876","TOWER US HOLDINGS IN","2020",79275
"34877","TOWER US HOLDINGS IN","2021",97337
"34878","TOWER US HOLDINGS IN","2022",92664
"34879","TOWERJAZZ TEXAS INC","2017",28238
"34880","TOWERJAZZ TEXAS INC","2018",31068
"34881","TOWERJAZZ TEXAS INC","2019",35558
"34882","TOWERJAZZ TEXAS INC","2020",37086
"34883","TOWERJAZZ TEXAS INC","2021",38475
"34884","TOWERJAZZ TEXAS INC","2022",37676
"34885","TOWN OF BABYLON","2015",34208
"34886","TOWN OF BABYLON","2016",33530
"34887","TOWN OF BABYLON","2017",32866
"34888","TOWN OF BABYLON","2018",32215
"34889","TOWN OF BABYLON","2019",31578
"34890","TOWN OF BABYLON","2020",30952
"34891","TOWN OF BABYLON","2021",30339
"34892","TOWN OF BABYLON NEW YORK","2022",29739
"34893","TOWN OF BOURNE","2015",10763
"34894","TOWN OF COLONIE","2015",32497
"34895","TOWN OF COLONIE","2016",30841
"34896","TOWN OF COLONIE","2017",24461
"34897","TOWN OF COLONIE","2018",23065
"34898","TOWN OF COLONIE","2019",24935
"34899","TOWN OF COLONIE","2020",27981
"34900","TOWN OF COLONIE","2021",32749
"34901","TOWN OF COLONIE NEW YORK","2022",38930
"34902","TOWN OF KEARNY","2015",90312
"34903","TOWN OF KEARNY","2016",85308
"34904","TOWN OF MANCHESTER","2015",69900
"34905","TOWN OF MANCHESTER","2016",72626
"34906","TOWN OF MANCHESTER","2017",79697
"34907","TOWN OF MANCHESTER","2018",74938
"34908","TOWN OF MANCHESTER","2019",82676
"34909","TOWN OF MANCHESTER","2020",81532
"34910","TOWN OF MANCHESTER","2021",85373
"34911","TOWN OF MANCHESTER CONNECTICUT","2022",88508
"34912","TOWN OF MIDDLEBOROUGH","2019",1479
"34913","TOWN OF MIDDLEBOROUGH","2020",1498
"34914","TOWN OF MIDDLEBOROUGH","2021",1311
"34915","TOWN OF MIDDLEBOROUGH MASSACHUSETTS","2022",1216
"34916","TOWN OF WINDSOR","2015",14439
"34917","TOWN OF WINDSOR","2016",8724
"34918","TOWN OF WINDSOR","2017",12296
"34919","TOWN OF WINDSOR","2018",11184
"34920","TOWN OF WINDSOR","2019",25495
"34921","TOWN OF WINDSOR","2020",5753
"34922","TOWN OF WINDSOR","2021",2728
"34923","TOWN OF WINDSOR CONNECTICUT","2022",6159
"34924","TOYODA GOSEI NORTH AMERICA","2018",39157.6
"34925","TOYODA GOSEI NORTH AMERICA","2019",35663.2
"34926","TOYODA GOSEI NORTH AMERICA","2020",21856.8
"34927","TOYODA GOSEI NORTH AMERICA","2021",35977.6
"34928","TOYODA GOSEI NORTH AMERICA","2022",35659.2
"34929","TOYODA GOSEI NORTH AMERICA CORP","2021",8994.4
"34930","TOYODA GOSEI NORTH AMERICA CORP","2022",8914.8
"34931","TOYOTA INDUSTRIES NORTH AMERICA","2011",28403
"34932","TOYOTA INDUSTRIES NORTH AMERICA","2012",28817
"34933","TOYOTA INDUSTRIES NORTH AMERICA","2013",31464
"34934","TOYOTA INDUSTRIES NORTH AMERICA","2014",32739
"34935","TOYOTA MOTOR NA INC","2015",57013
"34936","TOYOTA MOTOR NORTH AMERICA INC","2015",130359
"34937","TOYOTA MOTOR NORTH AMERICA INC","2016",195032
"34938","TOYOTA MOTOR NORTH AMERICA INC","2017",179998
"34939","TOYOTA MOTOR NORTH AMERICA INC","2018",197511
"34940","TOYOTA MOTOR NORTH AMERICA INC","2019",168054
"34941","TOYOTA MOTOR NORTH AMERICA INC","2020",168785
"34942","TOYOTA MOTOR NORTH AMERICA INC","2021",180194
"34943","TOYOTA MOTOR NORTH AMERICA INC","2022",184178
"34944","TOYOTA TSUSHO AMERICA INC","2013",25323
"34945","TOYOTA TSUSHO AMERICA INC","2014",27329
"34946","TOYOTA TSUSHO AMERICA INC","2015",31099
"34947","TOYOTA TSUSHO AMERICA INC","2016",29419
"34948","TOYOTA TSUSHO AMERICA INC","2017",25813
"34949","TOYOTA TSUSHO AMERICA INC","2018",29230
"34950","TOYOTA TSUSHO AMERICA INC","2019",31641
"34951","TOYOTA TSUSHO AMERICA INC","2020",26622
"34952","TOYOTA TSUSHO AMERICA INC","2021",381242.6
"34953","TOYOTA TSUSHO AMERICA INC","2022",423571.6
"34954","TOYOTA TSUSHO POWER USA INC","2018",527999.0625
"34955","TOYOTA TSUSHO POWER USA INC","2019",537894.375
"34956","TOYOTA TSUSHO POWER USA INC","2020",460372.1875
"34957","TOYOTA TSUSHO POWER USA INC","2021",417740.625
"34958","TOYOTA TSUSHO POWER USA INC","2022",498249.6875
"34959","TOYOTA TSUSHO ST JOSEPH II LLC","2018",285146.2
"34960","TOYOTA TSUSHO ST JOSEPH II LLC","2019",408120.2
"34961","TOYOTA TSUSHO ST JOSEPH II LLC","2020",345168.2
"34962","TPC GROUP INC","2011",550048
"34963","TPC GROUP INC","2013",464796
"34964","TPC GROUP INC","2014",522943
"34965","TPC GROUP LLC","2015",748792
"34966","TPC GROUP LLC","2016",730592
"34967","TPC GROUP LLC","2017",788812
"34968","TPC GROUP LLC","2018",808591
"34969","TPC Group Inc.","2010",628962
"34970","TPC Group Inc.","2012",418375
"34971","TPC Group LLC","2011",83864
"34972","TPC Group LLC","2012",78833
"34973","TPC Group LLC","2013",69584
"34974","TPC Group LLC","2014",102439
"34975","TPF GENCO CO-INVESTMENT FUND LP","2015",592995.567
"34976","TPF GENCO CO-INVESTMENT FUND, LP","2011",668237.353
"34977","TPF GENCO CO-INVESTMENT FUND, LP","2012",706631.508
"34978","TPF GENCO CO-INVESTMENT FUND, LP","2013",652389.453
"34979","TPF GENCO CO-INVESTMENT FUND, LP","2014",588697.501
"34980","TPF Genco Co-Investment Fund, L.P.","2010",795463.5
"34981","TPF Genco Co-Investment Fund, L.P.","2011",9856.744
"34982","TPF Genco Co-Investment Fund, L.P.","2012",12022.383
"34983","TPF Genco Co-Investment Fund, L.P.","2013",10352.758
"34984","TPF Genco Co-Investment Fund, L.P.","2014",11758.131
"34985","TPF Genco Co-Investment Fund, LP","2010",7400.5
"34986","TPF II Covert Co-Investment Fund, L.P.","2014",122749.369
"34987","TPF II, L.P.","2010",627839.178
"34988","TPF II, L.P.","2011",605015.5007
"34989","TPF II, L.P.","2012",1157060.3056
"34990","TPF II, L.P.","2013",551482.3734
"34991","TPF II, L.P.","2014",321448.4925
"34992","TPF II-A, L.P.","2010",188688.372
"34993","TPF II-A, L.P.","2011",181829.0318
"34994","TPF II-A, L.P.","2012",347738.4544
"34995","TPF II-A, L.P.","2013",165740.3916
"34996","TPF II-A, L.P.","2014",14838.051
"34997","TPF II-B, L.P.","2010",93252.45
"34998","TPF II-B, L.P.","2011",89862.4675
"34999","TPF II-B, L.P.","2012",171857.24
"35000","TPF II-B, L.P.","2013",81911.235
"35001","TPF II-B, L.P.","2014",47801.3344
"35002","TPG CAPITAL MANAGEMENT LP","2019",367333
"35003","TRACE MIDSTREAM PARTNERS LLC","2020",81389
"35004","TRACE MIDSTREAM PARTNERS LLC","2021",89371
"35005","TRADEMARK NITROGEN CORP","2011",72805
"35006","TRADEMARK NITROGEN CORP","2012",76613
"35007","TRADEMARK NITROGEN CORP","2013",65465
"35008","TRADEMARK NITROGEN CORP","2014",23113
"35009","TRADEMARK NITROGEN CORP","2015",22572
"35010","TRADEMARK NITROGEN CORP","2016",7375
"35011","TRADEMARK NITROGEN CORP","2017",5251
"35012","TRADEMARK NITROGEN CORP","2018",5436
"35013","TRADEMARK NITROGEN CORP","2019",17893
"35014","TRADEMARK NITROGEN CORP","2020",26212
"35015","TRADEMARK NITROGEN CORP","2021",25740
"35016","TRADEMARK NITROGEN CORP","2022",13079
"35017","TRADEMARK NITROGEN CORPORATION","2010",59815
"35018","TRAILSTONE LP","2015",139259
"35019","TRAILSTONE LP","2016",146049
"35020","TRAILSTONE LP","2017",142341
"35021","TRAILSTONE LP","2018",139445
"35022","TRAMMO INC","2018",43524
"35023","TRAMMO INC","2019",52388
"35024","TRAMMO INC","2020",48477
"35025","TRAMMO INC","2021",95035
"35026","TRAMMO INC","2022",58944
"35027","TRANS-JORDAN CITIES UT","2015",31920
"35028","TRANS-JORDAN CITIES UT","2016",65389
"35029","TRANS-JORDAN CITIES UT","2017",124900
"35030","TRANS-JORDAN CITIES UT","2018",99077
"35031","TRANS-JORDAN CITIES UT","2019",60753
"35032","TRANS-JORDAN CITIES UT","2020",61247
"35033","TRANS-JORDAN CITIES UT","2021",56598
"35034","TRANS-JORDAN CITIES UT","2022",82709
"35035","TRANS-JORDAN CITIES, UT","2011",28245
"35036","TRANS-JORDAN CITIES, UT","2012",31973
"35037","TRANS-JORDAN CITIES, UT","2013",30487
"35038","TRANS-JORDAN CITIES, UT","2014",31717
"35039","TRANSALTA CENTRALIA GENERATION/MINING","2011",5625031
"35040","TRANSALTA CENTRALIA GENERATION/MINING","2012",4154743
"35041","TRANSALTA CENTRALIA GENERATION/MINING","2013",7547845
"35042","TRANSALTA CENTRALIA GENERATION/MINING","2014",7447081
"35043","TRANSALTA CORP","2015",5665101
"35044","TRANSALTA CORP","2016",5094331
"35045","TRANSALTA CORP","2017",6002805
"35046","TRANSALTA CORP","2018",6097084
"35047","TRANSALTA USA INC","2019",8000387
"35048","TRANSALTA USA INC","2020",5844587
"35049","TRANSALTA USA INC","2021",3484305
"35050","TRANSALTA USA INC","2022",3953535
"35051","TRANSCANADA ENERGY USA INC","2015",3337992
"35052","TRANSCANADA ENERGY USA INC","2016",5632617
"35053","TRANSCANADA ENERGY USA INC","2017",1179014.35
"35054","TRANSCANADA ENERGY USA INC","2018",1857254.95
"35055","TRANSCANADA ENERGY USA, INC","2011",76592
"35056","TRANSCANADA ENERGY USA, INC","2012",162355
"35057","TRANSCANADA ENERGY USA, INC","2013",121338
"35058","TRANSCANADA ENERGY USA, INC","2014",2471275
"35059","TRANSCANADA GL INC","2020",22711.7275
"35060","TRANSCANADA GL INC","2021",88582.937
"35061","TRANSCANADA PIPELINE USA LTD","2018",41222
"35062","TRANSCANADA PIPELINE USA LTD","2019",2554690.1
"35063","TRANSCANADA PIPELINE USA LTD","2020",3683549.25
"35064","TRANSCANADA PIPELINE USA LTD","2021",4045013.5
"35065","TRANSCANADA PIPELINE USA LTD","2022",6686302.35
"35066","TRANSIT WASTE LLC","2019",27989
"35067","TRANSIT WASTE LLC","2020",31452
"35068","TRANSIT WASTE LLC","2021",36839
"35069","TRANSIT WASTE LLC","2022",38504
"35070","TRANSLOAD AMERICA, INC","2011",157979
"35071","TRANSLOAD AMERICA, INC","2013",73359
"35072","TRANSLOAD AMERICA, INC","2014",69295
"35073","TRANSMONTAIGNE","2016",15984.25
"35074","TRANSMONTAIGNE","2017",15421.975
"35075","TRANSMONTAIGNE","2018",15101.1
"35076","TRANSOCEAN INC","2021",392337
"35077","TRANSTECH INDUSTRIES INC","2015",15595
"35078","TRANSTECH INDUSTRIES, INC","2011",16230
"35079","TRANSTECH INDUSTRIES, INC","2012",10548
"35080","TRANSTECH INDUSTRIES, INC","2013",9952
"35081","TRANSTECH INDUSTRIES, INC","2014",10077
"35082","TRANSWORLD OIL","2011",329663
"35083","TRANSWORLD OIL","2012",386859
"35084","TRANSWORLD OIL","2013",315349
"35085","TRANSWORLD OIL","2014",281065
"35086","TRANSWORLD OIL USA INC","2015",324570
"35087","TRANSWORLD OIL USA INC","2016",320701
"35088","TRANSWORLD OIL USA INC","2017",227820
"35089","TRANSWORLD OIL USA INC","2018",242052
"35090","TRANSWORLD OIL USA INC","2019",272664
"35091","TRANSWORLD OIL USA INC","2020",157851
"35092","TRANSWORLD OIL USA INC","2021",165164
"35093","TRANSWORLD OIL USA INC","2022",253106
"35094","TRAXYS","2015",34810.35
"35095","TRAXYS NORTH AMERICA","2011",32102
"35096","TRAXYS NORTH AMERICA","2012",30319
"35097","TRAXYS NORTH AMERICA","2013",26434
"35098","TRAXYS NORTH AMERICA","2014",25999
"35099","TRC CYPRESS GROUP","2011",41437
"35100","TRC CYPRESS GROUP","2012",23892
"35101","TRC CYPRESS GROUP","2013",23293
"35102","TRC CYPRESS GROUP","2014",27614
"35103","TRC CYPRESS GROUP","2015",30050
"35104","TRC CYPRESS GROUP","2016",34802
"35105","TRC CYPRESS GROUP","2017",34195
"35106","TRC CYPRESS GROUP","2018",34842
"35107","TRC CYPRESS GROUP","2019",33151
"35108","TRC CYPRESS GROUP","2020",32490
"35109","TRC CYPRESS GROUP","2021",29996
"35110","TRC CYPRESS GROUP","2022",26095
"35111","TRC Cypress Group","2010",37805
"35112","TRC SOLUTIONS INC","2011",47850
"35113","TRC SOLUTIONS INC","2012",41674
"35114","TRC SOLUTIONS INC","2013",24618
"35115","TRC SOLUTIONS INC","2014",21527
"35116","TRC SOLUTIONS INC","2015",17189
"35117","TRC SOLUTIONS INC","2016",16846
"35118","TRC SOLUTIONS INC","2017",20294
"35119","TRC SOLUTIONS INC","2018",19435
"35120","TRC SOLUTIONS INC","2019",18677
"35121","TRC SOLUTIONS INC","2020",16915
"35122","TRC Solutions Inc.","2010",49050
"35123","TREADSTONE ENERGY PARTNERS LLC","2021",111190
"35124","TREADSTONE ENERGY PARTNERS LLC","2022",174431
"35125","TRECORA RESOURCES","2015",74431
"35126","TRECORA RESOURCES","2016",68742
"35127","TRECORA RESOURCES","2017",80134
"35128","TRECORA RESOURCES","2018",89466
"35129","TRECORA RESOURCES","2019",86740
"35130","TRECORA RESOURCES","2020",81525
"35131","TRECORA RESOURCES","2021",84966
"35132","TRECORA RESOURCES","2022",84890
"35133","TRECORA Resources","2014",75287
"35134","TREDEGAR CORP","2015",31006
"35135","TREDEGAR CORP","2016",32960
"35136","TREDEGAR CORP","2017",32829
"35137","TREDEGAR CORP","2018",59566
"35138","TREDEGAR CORP","2019",58539
"35139","TREDEGAR CORP","2020",57657
"35140","TREDEGAR CORP","2021",55595
"35141","TREDEGAR CORP","2022",54698
"35142","TREEHOUSE FOODS INC","2015",58104
"35143","TREEHOUSE FOODS INC","2016",47878
"35144","TREEHOUSE FOODS INC","2017",51159
"35145","TREEHOUSE FOODS INC","2018",47090
"35146","TRENDWELL ENERGY CORP","2015",165854
"35147","TRENDWELL ENERGY CORP","2016",116467
"35148","TRENDWELL ENERGY CORP","2017",112385
"35149","TRENDWELL ENERGY CORP","2018",93280
"35150","TRENDWELL ENERGY CORP","2019",97943
"35151","TRENDWELL ENERGY CORP","2020",100217
"35152","TRENDWELL ENERGY CORP","2021",99781
"35153","TRENDWELL ENERGY CORP","2022",100055
"35154","TRENTON AGRI PRODUCTS LLC","2015",47226
"35155","TRENTON AGRI PRODUCTS LLC","2016",47402
"35156","TRENTON AGRI PRODUCTS LLC","2017",45136
"35157","TRENTON AGRI PRODUCTS LLC","2018",46209
"35158","TRENTON AGRI PRODUCTS LLC","2019",47900
"35159","TRENTON AGRI PRODUCTS LLC","2020",46453
"35160","TRENTON AGRI PRODUCTS LLC","2021",46991
"35161","TRENTON AGRI PRODUCTS LLC","2022",45743
"35162","TRI-ARROWS ALUMINUM INC","2015",99226.2
"35163","TRI-ARROWS ALUMINUM INC","2016",101381.4
"35164","TRI-ARROWS ALUMINUM INC","2017",106735.2
"35165","TRI-ARROWS ALUMINUM INC","2018",119643.6
"35166","TRI-ARROWS ALUMINUM INC","2019",134744.4
"35167","TRI-ARROWS ALUMINUM INC","2020",134162.4
"35168","TRI-ARROWS ALUMINUM INC","2021",138385.2
"35169","TRI-ARROWS ALUMINUM INC","2022",142423.2
"35170","TRI-STATE GENERATION & TRANSMISSION","2010",4930005.7217
"35171","TRI-STATE GENERATION & TRANSMISSION","2011",10941599.6256
"35172","TRI-STATE GENERATION & TRANSMISSION","2012",10088736.9526
"35173","TRI-STATE GENERATION & TRANSMISSION","2013",9733678.6681
"35174","TRI-STATE GENERATION & TRANSMISSION","2014",9704432.3841
"35175","TRI-STATE GENERATION & TRANSMISSION","2015",11767115.3626
"35176","TRI-STATE GENERATION & TRANSMISSION","2016",11195704.6534
"35177","TRI-STATE GENERATION & TRANSMISSION","2017",10382241.6149
"35178","TRI-STATE GENERATION & TRANSMISSION","2018",11380373.1363
"35179","TRI-STATE GENERATION & TRANSMISSION (100% Ownership of Unit 3 only)","2011",10479679
"35180","TRI-STATE GENERATION & TRANSMISSION (100% Ownership of Unit 3 only)","2012",9495009
"35181","TRI-STATE GENERATION & TRANSMISSION (100% Ownership of Unit 3 only)","2013",10887352
"35182","TRI-STATE GENERATION & TRANSMISSION (100% Ownership of Unit 3 only)","2014",9945669
"35183","TRI-STATE GENERATION & TRANSMISSION ASSOC INC","2019",11073130.437
"35184","TRI-STATE GENERATION & TRANSMISSION ASSOC INC","2020",9549352.3491
"35185","TRI-STATE GENERATION & TRANSMISSION ASSOC INC","2021",9240469.4511
"35186","TRI-STATE GENERATION & TRANSMISSION ASSOC INC","2022",9541586.8455
"35187","TRIANGLE USA PETROLEUM CORP","2015",180175
"35188","TRIANGLE USA PETROLEUM CORP","2016",239332
"35189","TRIDENT SEAFOODS CORP","2015",50712
"35190","TRIDENT SEAFOODS CORP","2016",52175
"35191","TRIDENT SEAFOODS CORP","2017",49049
"35192","TRIDENT SEAFOODS CORP","2018",49750
"35193","TRIDENT SEAFOODS CORP","2019",47921
"35194","TRIDENT SEAFOODS CORP","2020",50186
"35195","TRIDENT SEAFOODS CORP","2021",46017
"35196","TRIDENT SEAFOODS CORP","2022",44363
"35197","TRINITY CONSTRUCTION MATERIALS INC","2015",169630
"35198","TRINITY HEALTH CORP","2019",24811
"35199","TRINITY HEALTH CORP","2020",24416
"35200","TRINITY HEALTH CORP","2021",27321
"35201","TRINITY HEALTH CORP","2022",27761
"35202","TRINITY INDUSTRIES INC","2015",119077
"35203","TRINITY INDUSTRIES INC","2016",267983
"35204","TRINITY INDUSTRIES INC","2017",323049
"35205","TRINSEO","2015",333315.5
"35206","TRINSEO","2016",342363.5
"35207","TRINSEO","2017",311539
"35208","TRINSEO","2018",360558.5
"35209","TRINSEO","2019",354511
"35210","TRINSEO","2020",335020
"35211","TRINSEO PLC","2021",366796
"35212","TRINSEO PLC","2022",298441
"35213","TRIQUINT SEMICONDUCTOR INC","2013",52226
"35214","TRIQUINT SEMICONDUCTOR INC","2015",51011
"35215","TRIQUINT SEMICONDUCTOR TEXAS, LP","2015",89175
"35216","TRISTREAM ENERGY, LLC","2011",170637
"35217","TRISTREAM ENERGY, LLC","2012",146993
"35218","TRIUMPH AEROSPACE SYSTEM GROUP INC","2011",27
"35219","TRIUMPH AEROSPACE SYSTEM GROUP INC","2012",40
"35220","TRIUMPH AEROSPACE SYSTEM GROUP INC","2013",17
"35221","TRIUMPH AEROSPACE SYSTEM GROUP INC","2014",6596
"35222","TRIUMPH ENERGY PARTNERS","2019",70869
"35223","TRIUMPH ENERGY PARTNERS","2020",35933
"35224","TRONOX INC","2011",30726
"35225","TRONOX INC","2019",381488
"35226","TRONOX INC","2020",383754
"35227","TRONOX INC","2021",375359
"35228","TRONOX INC","2022",363216
"35229","TRONOX LTD","2012",26533
"35230","TRONOX LTD","2013",24863
"35231","TRONOX LTD","2014",25891
"35232","TRONOX LTD","2015",356106
"35233","TRONOX LTD","2016",2732571
"35234","TRONOX LTD","2017",403580
"35235","TRONOX LTD","2018",367008
