"PARENT COMPANIES","REPORTING YEAR","GHG QUANTITY (METRIC TONS CO2e)"
"Sanofi Pasteur Inc. (100%)",2011,40144
"Savannah River Nuclear Solutions, LLC (100%)",2011,379691
"SC JOHNSON AND SON INC (100%)",2011,22078
"Shell Petroleum, Inc. (100%)",2011,1002123
"SHELL CHEMICAL LP (100%)",2011,10626
"DEER PARK REFINING LP (50%); Shell Petroleum Inc.  (50%)",2011,401051
"Shell Petroleum Inc (100%)",2011,828957
"C-K TECH, INC (100%)",2011,480133
"SI GROUP INC (100%)",2011,78053
"JR SIMPLOT CO (100%)",2011,59911
"THE SINCLAIR COS (100%)",2011,201397
"SNF Holding Company (100%)",2011,66297
"SOLUTIA INC (100%)",2011,40554
"Solvay Chemicals, Inc. (100%)",2011,45598
"Arabian American Development Company (100%)",2011,65210
"STEPAN CO (100%)",2011,34782
"Syngenta Corp. (100%)",2011,49119
"MERISOL USA LLC (100%)",2011,65169
"SASOL NORTH AMERICA INC (100%)",2011,747386
"RHODIA INC (100%)",2011,27774
"THE DOW CHEMICAL CO (100%)",2011,1943619
"NORTHERN TIER ENERGY LLC (100%)",2011,142363
"Taminco Inc. (100%)",2011,55646
"Taminco Inc. (100%)",2011,50982
"Tate & Lyle Ingredients Americas LLC (100%)",2011,29824
"CF INDUSTRIES HOLDINGS INC (100%)",2011,1388782
"TESORO CORP (100%)",2011,88638
"TESORO CORP (100%)",2011,464019
"TETRA TECHNOLOGIES INC (100%)",2011,4101
"TETRA TECHNOLOGIES INC (100%)",2011,45969
"JW CHILDS LP (100%)",2011,40895
"EXXON MOBIL CORPORATION (100%)",2011,1145233
"TPC Group LLC (100%)",2011,83864
"TPC GROUP INC (100%)",2011,550048
"TRADEMARK NITROGEN CORP (100%)",2011,72805
"TRONOX INC (100%)",2011,30726
"Tronox LLC (100%)",2011,359861
"The Mosaic Company (100%)",2011,366142
"BP AMERICA INC (100%)",2011,504560
"Tesoro Corporation (100%)",2011,65455
"Tesoro Corporation (100%)",2011,51728
"THE DOW CHEMICAL CO (100%)",2011,54097
"THE DOW CHEMICAL CO (100%)",2011,3041667
"AGRIUM US INC (100%)",2011,131718
NA,2011,58532
"THE DOW CHEMICAL CO (100%)",2011,757952
"THE DOW CHEMICAL CO (100%)",2011,161211
"THE DOW CHEMICAL CO (100%)",2011,15531
"HONEYWELL INTERNATIONAL, INC (100%)",2011,34092
"ALLIANT TECHSYSTEMS INC (100%)",2011,314767
"VALERO CORP (100%)",2011,410179
"VALERO CORP (100%)",2011,657143
"VALERO CORP (100%)",2011,894388
"VALERO CORP (100%)",2011,140238
"Vantage Oleochemicals Inc. (100%)",2011,42271
"Terra Nitrogen Company, LP (100%)",2011,3251318
"VVF INTERVEST LLC (100%)",2011,47439
"VALERO CORP (100%)",2011,873622
"E I DU PONT DE NEMOURS & CO (100%)",2011,36097
"Air Products and Chemicals, Inc. (100%)",2011,436344
"VSI HOLDINGS LLC (100%)",2011,88652
"WASHINGTON MILLS ELECTRO MINERALS CORP (100%)",2011,141980
"SHELL OIL CO (100%)",2011,28795
"WESTLAKE CHEMICAL CORP (100%)",2011,1040662
"WESTLAKE CHEMICAL CORP (100%)",2011,136669
"Westlake Chemcial Company (100%)",2011,121346
"WESTLAKE CHEMICAL CORP (100%)",2011,452286
"ConocoPhillips (100%)",2011,503174
"Pfizer Inc. (100%)",2011,32087
"POTASH HOLDING CO, INC (100%)",2011,135595
"AGRIUM US INC (100%)",2011,28280
"3M (100%)",2010,28988
"Abbott Laboratories (100%)",2010,105473
"Abbott Hospitals (100%)",2010,117315
"Honeywell International, Inc. (100%)",2010,1071582
"Gevo (100%)",2010,39679
"Agrifos Fertilizer L.L.C. (100%)",2010,49375
"Agrium U.S. Inc (100%)",2010,841955
"Agrium U.S., Inc (100%)",2010,104574
"Agrium US Inc (100%)",2010,78414
"Air Liquide Large Industries US LP (100%)",2010,633987
"Air Liquide Large Industries US LP (100%)",2010,398986
"American Air Liquide Holdings, Inc. (100%)",2010,66893
"Air Liquide Large Industries U.S. LP (100%)",2010,191411
"Air Liquide Large Industries US LP (100%)",2010,372637
"Air Liquide America LP (100%)",2010,422530
"Air Liquide Large Industries US LP (100%)",2010,598413
"Air Products and Chemicals, Inc.  (100%)",2010,723018
"Air Products and Chemicals, Inc (100%)",2010,698955
"Air Products and Chemicals, Inc. (100%)",2010,59183
"Air Products and Chemicals Inc. (100%)",2010,313434
"Air Products and Chemicals, Inc (100%)",2010,810408
"Air Products and Chemicals, Inc. (100%)",2010,250408
"Air Products and Chemicals, Inc. (100%)",2010,256244
"Air Products & Chemicals, Inc. (100%)",2010,859226
"Air Products and Chemicals Inc. (100%)",2010,47124
"Air Products and Chemicals, Inc. (100%)",2010,521750
"Air Products and Chemicals, Inc. (100%)",2010,620798
"Air Products and Chemicals, Inc. (100%)",2010,32028
"Air Products and Chemicals, Inc. (100%)",2010,677727
"Albemarle Corporation (100%)",2010,85377
"Albemarle Corporation (100%)",2010,83601
NA,2010,29439
"Sunoco, Inc. (R&M) (100%)",2010,32640
"Arkema Inc. (50%); NA Industries, Inc (50%)",2010,27432
"Chevron Phillips Chemical Company, LLC (50%)",2010,673432
"Amgen Inc (100%)",2010,26422
"Amgen Inc. (100%)",2010,27381
"The Dow Chemical Company (100%)",2010,87788
"Freeport-McMoRan Copper & Gold (49%); Southwest Energy (49%); Arbutus Management Holdings, LLC (2%)",2010,672711
"Arizona Chemical Company, LLC (100%)",2010,28135
"Arizona Chemical Company, LLC (100%)",2010,71611
NA,2010,79397
"Arkema Inc. (100%)",2010,54104
"Arkema Delaware Inc (100%)",2010,74030
"Ascend Performance Materials LLC (100%)",2010,603071
"Sid Richardson Carbon, Ltd. (100%)",2010,326845
"Sunoco Inc. R&M (100%)",2010,125943
"Agrium U.S. Inc. (100%)",2010,169119
"Air Liquide Large Industries US LP (100%)",2010,487441
"Air Products and Chemicals, Inc. (100%)",2010,109292
"Air Products and Chemicals, Inc. (100%)",2010,572713
"Air Products and Chemicals, Inc. (100%)",2010,2395575
"Air Products and Chemicals, Inc. (100%)",2010,28079
NA,2010,2675
"Air Products and Chemicals, Inc (100%)",2010,362429
"Air Products and Chemicals, Inc. (100%)",2010,76077
"Albemarle Corporation (100%)",2010,103883
"Arkema Inc (100%)",2010,20022
"Ascend Performance Materials, LLC (100%)",2010,503870
"Ascend Performance Materials LLC (100%)",2010,5485481
"PPG Industries, Inc. (100%)",2010,791272
"B.Braun Medical Inc. (100%)",2010,53483
"BASF Corporation (100%)",2010,32462
"BASF Corporation (100%)",2010,704306
"BASF Corporation (100%)",2010,80062
"BASF Corporation (100%)",2010,128757
"BASF Corporation (100%)",2010,91358
"BASF CORPORATION (100%)",2010,52520
"BASF Corporation (100%)",2010,32206
"BASF Corporation (100%)",2010,685594
"BASF Corporation (100%)",2010,1541152
"BAXTER INTERNATIONAL INC. (100%)",2010,6695
"Bayer Corporation (100%)",2010,32451
"Biogen Idec, Inc (100%)",2010,35794
"Blue Island Phenol LLC (100%)",2010,54029
"ConocoPhillips (100%)",2010,658205
"BP America Inc. (100%)",2010,116496
"BP America Inc. (100%)",2010,402505
"BP America Inc. (50%); Husky Energy Inc. (50%)",2010,46773
"BP America Inc. (100%)",2010,132039
NA,2010,61897
"Bayer Corporation (100%)",2010,448099
"Air Liquide Large Industries US LP (100%)",2010,1286637
"Orion Engineered Carbons LLC (100%)",2010,176190
"Sid Richardson Carbon, Ltd. (100%)",2010,351605
"Orion Engineered Carbons, LLC (100%)",2010,187425
"Sid Richardson Carbon, Ltd. (100%)",2010,343259
"Bristol-Myers Squibb Company (100%)",2010,28864
"Hess Corproation (100%)",2010,10178
"Cabot Corporation (100%)",2010,396538
"Cabot Corporation (100%)",2010,297301
"CABOT CORPORATION (100%)",2010,5389
"Norit Americas Inc. (100%)",2010,109567
"Norit Americas Inc. (100%)",2010,353694
"Calgon Carbon Corporation (100%)",2010,36335
"Calumet Shreveport Lubricants and Waxes, LLC (100%)",2010,60455
"Calumet Lubricants Company, L.P. (100%)",2010,21903
"Calumet Lubricants Company, LP (100%)",2010,17435
"Carestream Health Inc. (100%)",2010,26003
"Carus Corporation (100%)",2010,27017
"CF Industries Holdings, Inc. (100%)",2010,6449000
"CF Industries Holdings, Inc. (100%)",2010,2615392
"CF Industries, Inc. (100%)",2010,1448598
"LyondellBasell Industries (100%)",2010,1803917
"E. I duPont de Nemours and Company (100%)",2010,5795
"E.I. du Pont de Nemours and Company (100%)",2010,20805
"E. I. duPont de Nemours and Company (100%)",2010,720195
"E.I. duPont de Nemours and Company (100%)",2010,4161268
"E. I. duPont de Nemours and Company (100%)",2010,31334
"E. I. duPont de Nemours and Company (100%)",2010,363135
"LSB Chemical Corporation (100%)",2010,411709
"Merck & Co., Inc. (100%)",2010,36795
"Chevron Phillips Chemical Company LP (100%)",2010,1227251
"CHEVRON CORPORATION (50%); CONOCO PHILLIPS (50%)",2010,47093
"Chevron Phillips Chemical Company LP (100%)",2010,619095
"Chevron Corporation (100%)",2010,1469822
"Chevron Corporation (100%)",2010,609803
"CHS, Inc. (100%)",2010,189221
"National Cooperative Refining Ass (100%)",2010,228654
"sanofi aventis, Inc. (100%)",2010,36553
"Celanese Corporation (100%)",2010,493207
"CVR Energy (100%)",2010,1234378
"Columbian Chemicals Company (100%)",2010,118111
"Columbian Chemicals (100%)",2010,283504
"Continental Carbon Company (100%)",2010,134548
"Continental Carbon Company (100%)",2010,229472
"Continental Carbon Company (100%)",2010,110682
"Bayer Group (100%)",2010,26826
"CSL Behring LLC (100%)",2010,31603
"Cytec Industries Inc. (100%)",2010,42568
"Connacher Oil and Gas (100%)",2010,15755
"The Mosaic Company (100%)",2010,42244
"E. I. duPont de Nemours and Company (100%)",2010,146933
"E.I. duPont Nemours and Company  (100%)",2010,127939
"E. I. duPont de Nemours and Company (100%)",2010,414056
"Chevron Corporation (100%)",2010,132410
"Chevron Corporation (highest-level company in the ownership hierarchy of the refining assets only, n (93.1%); Chevron Phillips Chemical Company LLC (6.9%)",2010,981119
"Chevron Phillips Chemical Company, LP (100%)",2010,822770
"Dyno Nobel Inc. (100%)",2010,425376
"Cytec Industries Inc. (100%)",2010,356387
"SABIC Innovative Plastics Holding US LP (50%); TOTAL Holdings USA, Inc. (50%)",2010,386589
"Millennium Inorganic Chemicals, Inc. (100%)",2010,148400
"Millennium Inorganic Chemicals, Inc. (100%)",2010,311733
"Daikin America Inc. (100%)",2010,50048
"Deltech Acquisition Corporation (100%)",2010,78277
"The Dow Chemical Company (100%)",2010,58612
"The Dow Chemical Company (100%)",2010,34232
"Corning Incorporated (50%); Dow Chemical Company (50%)",2010,136846
"The Dow Chemical Company (100%)",2010,5786352
"DSM Chemicals Holding Company, Inc. (100%)",2010,471557
NA,2010,26291
"E.I. duPont de Nemours and Company (100%)",2010,85513
"E.I. DUPONT DE NEMOURS AND COMPANY (100%)",2010,976336
"Dyno Nobel Inc (100%)",2010,173694
"Dyno Nobel Inc. (100%)",2010,432547
"Dixie Chemical Company (100%)",2010,37740
"Corning Inc. (50%); Dow Chemical Company (50%)",2010,117091
"Dyno Nobel Inc.  (100%)",2010,178292
"E. I. duPont de Nemours and Company (100%)",2010,18402
"Bristol-Myers Squibb Company (100%)",2010,38296
"Rhodia Inc. (100%)",2010,39430
"EKA CHEMICALS INC (100%)",2010,24888
"LSB Industries (100%)",2010,464294
"LSB Industries, Inc. (100%)",2010,582336
"Elementis PLC (100%)",2010,197300
"Eli Lilly and Company (100%)",2010,132874
NA,2010,72677
"LyondellBasell Industries (100%)",2010,924650
"LyondellBasell Industries (100%)",2010,135478
"LyondellBasell (100%)",2010,510094
"Lyondellbasell (100%)",2010,285389
"LyondellBasell Industries (100%)",2010,1038238
"Erachem Comilog, Inc. (100%)",2010,28709
"Ergon, Inc. (100%)",2010,52296
"Ergon Inc. (100%)",2010,8744
"Evonik Stockhausen, LLC (100%)",2010,26356
"Evonik Degussa Corporation (100%)",2010,143670
"Evonik Goldschmidt Corporation (100%)",2010,57533
"Evonik Goldschmidt Corporation (100%)",2010,84415
"Evonik Degussa Corporation (100%)",2010,124647
"EXXONMOBIL CORP (100%)",2010,66471
"Exxon Mobil Oil Corporation (100%)",2010,50067
"PHH (8%); PPG Industries, Inc. (75%); RS Co Gen (17%)",2010,1590702
"Rentech, Inc. (100%)",2010,849507
"Eastman Chemical Company (100%)",2010,958801
"Eastman Chemical Company (100%)",2010,4557426
"EASTMAN CHEMICAL CO (100%)",2010,59938
"Eastman Kodak Company (100%)",2010,1032394
"Rhodia, Inc. (100%)",2010,39488
"Emery Oleochemicals LLC (100%)",2010,279394
"Exxon Mobil Corporation (100%)",2010,124637
"Exxon Mobil Corporation (100%)",2010,29309
"E.I. duPont de Nemours Company (100%)",2010,290331
"FMC Corporation (100%)",2010,31580
"Formosa Plastics Corporation, USA (100%)",2010,309404
"Formosa Plastics Corp, USA (100%)",2010,3967250
"Fresenius Medical Care North America (100%)",2010,48642
"Petrologistics (100%)",2010,198937
"Koch Industries, Inc. (100%)",2010,106678
"Koch Industries, Inc (100%)",2010,1151270
"Koch Industries, Inc. (100%)",2010,956109
"FUJIFILM Holdings America Corporation (100%)",2010,31823
"FutureFuel Corporation (100%)",2010,149775
"Genentech Incorporated (100%)",2010,37691
"Geneva Nitrogen LLC (100%)",2010,76429
"Georgia Gulf Corporation (100%)",2010,1329961
"Georgia Gulf Corporation (100%)",2010,73017
"GlaxoSmithKline LLC (100%)",2010,34928
"The Goodyear Tire & Rubber Company (100%)",2010,32003
"W.R. Grace& Co.-Conn. (100%)",2010,100396
"W.R. Grace & Co.-Conn. (100%)",2010,141783
NA,2010,28260
"Chemtura Corporation (100%)",2010,44023
NA,2010,20854
"INEOS USA LLC (100%)",2010,440286
"Green Valley Chemical Co. (100%)",2010,58889
"GlaxoSmithKline, LLC (100%)",2010,6729
"GlaxoSmithKline (100%)",2010,29563
"Basin Electric Power Cooperative (100%)",2010,2944296
"Ashland Inc. (100%)",2010,219390
"Momentive Performance Materials Holdings LLC (100%)",2010,55056
"Frontier Refining & Marketing (100%)",2010,252218
"Honeywell International Incorporated (100%)",2010,40301
"Honeywell International, Inc. (100%)",2010,23000
"Honeywell International, Inc. (100%)",2010,3911266
"Honeywell International, Inc. (100%)",2010,110890
"Hunt Consolidated Inc. (100%)",2010,62534
"Huntsman Petrochemical LLC (100%)",2010,58337
"Huntsman International LLC  (100%)",2010,1366425
"Frontier Refining & Marketing (100%)",2010,8365
"ICL Performance Products LP (100%)",2010,44269
"Chevron Corporation (100%)",2010,7025
"International Flavors and Fragrances Inc. (100%)",2010,29612
"Occidental Petroleum Corporation (100%)",2010,118500
"Georgia Gulf Corporation (100%)",2010,62124
"INEOS USA LLC (100%)",2010,2039732
"INEOS NOVA, LLC (100%)",2010,322969
NA,2010,90471
"INEOS USA LLC (100%)",2010,118490
"MeadWestvaco Corporation (100%)",2010,25849
"MeadWestvaco Corporation (100%)",2010,49995
"MeadWestvaco Corporation (100%)",2010,72180
"Koch Industries, Inc. (100%)",2010,253451
"Koch Industries, Inc. (100%)",2010,104408
"Koch Industries, Inc. (100%)",2010,1588497
"ISP CHEMCO LLC (100%)",2010,100046
"ISP Chemicals LLC (100%)",2010,107541
"International Specialty Products, Inc. (100%)",2010,30953
"BP America Inc. (100%)",2010,329400
"J.R. Simplot Company (100%)",2010,30965
"J.M. Huber Corporation (100%)",2010,41198
"J.R. Simplo Company (100%)",2010,97640
"JX Nippon Oil and Energy (100%)",2010,45590
"MarkWest Energy Partners, L.P. (100%)",2010,47093
NA,2010,1510
NA,2010,30374
"KMG Chemicals, Inc. (100%)",2010,1430
NA,2010,27632
"Koch Industries, Inc. (100%)",2010,1716007
"Koch Industries,Inc. (100%)",2010,505364
"Koch Industries, Inc. (100%)",2010,517624
"Koch Industries, Inc. (100%)",2010,768345
"Koppers Inc. (100%)",2010,24989
"Koppers Inc. (100%)",2010,33218
"Lanxess Corporation (100%)",2010,150252
"Lyondell Chemical Company (100%)",2010,73913
"Eli Lilly & Company (100%)",2010,24387
"Linde Gas North America, LLC (100%)",2010,557374
"Linde Gas North America LLC (100%)",2010,101634
"Linde Gas North America LLC (100%)",2010,1269129
"Linde Gas North America, LLC (100%)",2010,193410
"Linde Gas North America, LLC (100%)",2010,73579
"Linde Gas North America, LLC (100%)",2010,139959
"Linde Gas North America, LLC (100%)",2010,44269
"Linde North America, Inc (100%)",2010,564507
"Lion Oil Company (100%)",2010,23069
"KRONOS Louisiana, Inc. (50%); Tioxide Americas LLC (50%)",2010,284760
"The Lubrizol Corporation (100%)",2010,30054
"The Lubrizol Corporation (100%)",2010,30768
"The Lubrizol Corporation (100%)",2010,104550
"Lucite International (100%)",2010,62204
"LyondellBasell Industries (100%)",2010,245493
"Lyondell Basell (85%); Linde Gas North America, LLC (15%)",2010,4111
"PDV Holding Inc. (100%)",2010,50994
"Linde Gas North America, LLC (100%)",2010,138295
"Mallinckrodt Inc (100%)",2010,47716
NA,2010,16191
"Merck & Co., Inc. (100%)",2010,54856
"Merck & Co., Inc. (100%)",2010,101586
"Mexichem Fluor Inc. (100%)",2010,38657
"Phosphate Holdings Inc (100%)",2010,78627
"Monsanto Company (100%)",2010,96313
"Monsanto Company (100%)",2010,108594
NA,2010,63017
"Morton Salt, Inc. (100%)",2010,160640
"Motiva Enterprises LLC (100%)",2010,410725
"Momentive Performance Materials Holdings LLC (100%)",2010,32830
"Merck & Co. Inc (100%)",2010,227261
NA,2010,51618
"The Mosaic Company (100%)",2010,137054
"The Mosaic Company (100%)",2010,47302
"CF Industries Holdings, Inc. (100%)",2010,164650
"The Mosaic Company (100%)",2010,6425
"The Mosaic Company (100%)",2010,295040
NA,2010,95663
NA,2010,498
"The Mosaic Company (100%)",2010,106516
"HollyFrontier Corporation (100%)",2010,150177
"Novartis Pharmaceuticals Corporation (100%)",2010,29552
"Synagro - Central, LLC (60%); Synagro - South, LLC (40%)",2010,16477
NA,2010,39836
"Motiva Enterprises, LLC (100%); Shell Petroleum Inc.  (Shell Chemical LP - Norco, LA)  (100%)",2010,221489
"Abbott Laboratories (100%)",2010,83773
"Occidental Petroleum Corporation (100%)",2010,72380
"Occidental Petroleum Corporation (100%)",2010,152139
"Occidental Petroleum Corporation (100%)",2010,41648
"Occidental Petroleum Corporations (100%)",2010,1450827
"Occidental Petroleum Corporation (100%)",2010,26038
"Occidental Petroleum Corporation (100%)",2010,97839
"Occidental Petroleum Corporation (100%)",2010,1197793
"Occidental Petroleum Corporation (100%)",2010,125376
"Orion Engineered Carbons, LLC (100%)",2010,169933
"Orion Engineered Carbons, LLC (100%)",2010,236214
"Monsanto Company (100%)",2010,78413
"US Enrichment Corporation (100%)",2010,79823
"Cabot Corporation (100%)",2010,114594
"Potash Holding Company, Inc. (100%)",2010,1352687
"Potash Holding Company, Inc. (100%)",2010,1946005
"PCS Nitrogen Ohio, L.P. (100%)",2010,1096913
"Potash Holding Company, Inc. (100%)",2010,446021
"Potash Holding Company, Inc. (100%)",2010,108133
"Arctic Slope Regional Corporations (100%)",2010,3321
"Pfizer, Inc. (100%)",2010,135205
"ConocoPhillips (100%)",2010,266437
"PMC Group (100%)",2010,91713
NA,2010,96746
"PQ Corporation (100%)",2010,24043
"PQ Corporation (100%)",2010,28927
"PQ Corporation (100%)",2010,19913
"PQ Corporation (100%)",2010,19352
"PQ Corporation (100%)",2010,22288
"PQ Corporation (100%)",2010,18122
"Praxair, Inc. (100%)",2010,220506
"Praxair, Inc. (100%)",2010,168318
"Praxair, Inc. (100%)",2010,42520
"Praxair, Inc (100%)",2010,550549
"Praxair, Inc. (100%)",2010,40534
"Praxair, Inc. (100%)",2010,417148
"Praxair, Inc. (100%)",2010,1311281
"LSB Industries (100%)",2010,163330
"DSM PHARMACEUTICAL PRODUCTS (100%)",2010,32319
"PBF Energy (100%)",2010,11535
"Pfizer, Inc. (100%)",2010,120621
"Pfizer (100%)",2010,54848
"ConocoPhillips (100%)",2010,108822
"ConocoPhillips Company (100%)",2010,175451
"ConocoPhillips Company (100%)",2010,529133
"ConocoPhillips (100%)",2010,160866
"Praxair, Inc. (100%)",2010,58469
"Praxair,Inc (100%)",2010,565137
"Praxair,Inc (100%)",2010,450890
"The Procter & Gamble Company (81.3%); Duke Energy Corporation (18.7%)",2010,257563
"Tesoro Corporation (100%)",2010,109000
"The Dow Chemical Company (100%)",2010,296830
"Rubicon LLC (100%)",2010,59132
"Eastman Kodak Company (100%)",2010,39885
"ConocoPhillips (100%)",2010,246163
"San Joaquin Refining Company, Inc. (100%)",2010,17286
"Sanofi Pasteur Inc. (100%)",2010,43429
NA,2010,389343
"SC Johnson and Son, Inc. (100%)",2010,23089
"Shell Petroleum, Inc. (100%)",2010,1029112
"Shell Chemical LP (100%)",2010,10132
"Deer Park Refining Limited Partnership (100%); Shell Petroleum Inc. (100%)",2010,402314
"Shell Petroleum Inc. (100%)",2010,915837
"C-K Tech, Inc. (100%)",2010,133457
"SI Group, Inc. (100%)",2010,78559
"J R Simplot Company (100%)",2010,64488
"The Sinclair Companies (100%)",2010,175964
"SNF Holding Company (100%)",2010,66648
"Solutia Inc. (100%)",2010,32151
"Solvay Chemicals, Inc. (100%)",2010,45154
"Solvay Advanced Polymers, LLC (100%)",2010,33147
NA,2010,57188
"Stepan Company (100%)",2010,35182
"Syngenta Corporation (100%)",2010,49601
"Merisol Limited Partnership (100%)",2010,68521
"Sasol North America Inc. (100%)",2010,668672
"Rhodia Inc. (100%)",2010,30016
"The Dow Chemical Company (100%)",2010,2012380
"NORTHERN TIER ENERGY LLC (100%)",2010,133982
"Taminco Inc (100%)",2010,59320
"Taminco Inc. (100%)",2010,48583
"Tate & Lyle Ingredients Americas, LLC (100%)",2010,31238
"CF Industries, Inc (100%)",2010,1099481
"Tesoro Corporation (100%)",2010,84129
"Tesoro Corporation (100%)",2010,417090
"Tetra Technologies, Inc. (100%)",2010,17232
"TETRA Technologies Incorporated (100%)",2010,34005
"JW Childs (100%)",2010,35312
"EXXON MOBIL CORPORATION (100%)",2010,1017841
"TPC Group Inc. (100%)",2010,89362
"TPC Group Inc. (100%)",2010,539600
"TRADEMARK NITROGEN CORPORATION (100%)",2010,59815
"Tronox Inc. (100%)",2010,429785
NA,2010,31697
"The Mosaic Company (100%)",2010,997253
"BP America Inc.  (100%)",2010,492652
"Tesoro Corporation (100%)",2010,72469
"Tesoro Corporation (100%)",2010,44358
"The Dow Chemical Company (100%)",2010,49346
"The Dow Chemical Company (100%)",2010,3200191
NA,2010,78330
"The Dow Chemical Company (100%)",2010,670508
"The Dow Chemical Company (100%)",2010,142316
"The Dow Chemical Company (100%)",2010,37525
"Honeywell International Incorporated (100%)",2010,30496
"United States Army (100%)",2010,356390
"Valero Energy Corporation (100%)",2010,408458
"Valero Energy Corporation (100%)",2010,554146
"Valero Energy Corporation (100%)",2010,915548
"Valero Energy Corporation (100%)",2010,184291
"Vantage Specialty Chemicals (100%)",2010,41974
