"","x"
"9519","Southhall Group Holdings, LLC."
"9520","Southside Regional Public Service Authorith"
"9521","Southwest Cheese"
"9522","Southwest Energy"
"9523","Southwest Generation Operating Company"
"9524","Southwest Generation Operating Company, LLC"
"9525","Southwest Georgia Ethanol, LLC"
"9526","Southwest Iowa Renewable Energy"
"9527","Southwest Minnesota Agrifuels, LLC"
"9528","Southwestern Electric Cooperative, Inc."
"9529","Southwestern Electric Power Company (SWEPCO)"
"9530","Southwestern Energy"
"9531","Southwestern Energy Company"
"9532","Southwestern Production CORP"
"9533","Southwire Company"
"9534","Sowega Energy Resources LLC"
"9535","Sowega Energy Resources, LLC."
"9536","Spansion Inc."
"9537","Spartan Light Metal Products Inc."
"9538","Spartan Light Metal Products, Inc."
"9539","Spartanburg County Public Works"
"9540","Spartanburg County, SC"
"9541","Specialty Products Holding Corp"
"9542","Speciatly Products Holding Company"
"9543","Spectra Energy"
"9544","Spectra Energy Corp"
"9545","Spectra Energy Corporation"
"9546","Spectra Energy Partners, LP"
"9547","Spectra Energy Southeast Supply Header, LLC"
"9548","Spire, INC"
"9549","Spirit AeroSystems Holdings, Inc."
"9550","Spotsylvania County"
"9551","Springfield, Missouri"
"9552","Spur Energy Partners LLC"
"9553","St Barbara Cement"
"9554","St Rose Refinery LLC"
"9555","St. Barbara Cement, Inc."
"9556","St. Barnabas Hospital"
"9557","St. Clair County"
"9558","St. Landry Parish Solid Waste Disposal District"
"9559","St. Landry Parish Waste Disposal District"
"9560","St. Lucie County Commissioners"
"9561","St. Mary Parish Government"
"9562","Stafford County"
"9563","Stafford County, VA"
"9564","Stakeholder Gas Services, LLC"
"9565","Standard Binghamton, LLC"
"9566","Standard Ethanol, LLC"
"9567","Standard Steel Holdings, LLC"
"9568","Standard Steel, LLC"
"9569","Stanislaus Food Products"
"9570","Stanton Energy Reliability Center"
"9571","Star West Generation, LLC"
"9572","StarPet, Inc."
"9573","StarTex Field Services, LLC"
"9574","Stark Power Generation I Holdings, LLC"
"9575","Stark Thermo LLC"
"9576","Starlight Relativity Acquisition CO, LLC"
"9577","Starret City Associates"
"9578","Starwod Energy Group"
"9579","Starwood Energy Group"
"9580","Starwood Energy Infrastructure Co-Invest Fund LP"
"9581","Starwood Energy Infrastructure Fund LP"
"9582","State Government"
"9583","State Of Utah"
"9584","State Of indiana"
"9585","State of Alaska"
"9586","State of Connecticut"
"9587","State of Illinois"
"9588","State of Indiana"
"9589","State of Kansas"
"9590","State of Louisiana - Division of Administration"
"9591","State of Maryland"
"9592","State of Minnesota"
"9593","State of Nebraska"
"9594","State of New Mexico"
"9595","State of North Carolina"
"9596","State of North Dakota"
"9597","State of Ohio"
"9598","State of Oklahoma (University of Oklahoma Board of Regents)"
"9599","State of Utah Division of Wildlife Resources"
"9600","State of Wisconsin"
"9601","State of Wyoming"
"9602","Statoil"
"9603","Statoil Gulf of Mexico LLC"
"9604","Statoil US Holdings, Inc."
"9605","Statoil USA E&P Inc."
"9606","Steel Dust Recycling LLC"
"9607","Steel Dynamics, INC."
"9608","Steel Dynamics, Inc."
"9609","Steelcase Inc"
"9610","Steele County, Minnesota"
"9611","Stepan Company"
"9612","Stephens Production Company"
"9613","Sterling Energy Group Inc"
"9614","Sterling Energy Investments LLC"
"9615","Sterling Ethanol, LLC"
"9616","Sterling Power Partners, LP"
"9617","Steuben County"
"9618","Steuben County Department of Public Works"
"9619","Steward Energy II, LLC"
"9620","Stoelzle Glass USA, Inc"
"9621","Stone Energy Corporation"
"9622","Stonehenge Energy Resources II LLC"
"9623","Stonehenge Energy Resources II LP"
"9624","Stonehenge Energy Resources LP"
"9625","Stonepeak Kestrel Holdings LLC"
"9626","Strategic Minerals Corporation"
"9627","Stronghold Digitial Mining"
"9628","Styrolution America, LLC"
"9629","Styropek USA Inc"
"9630","Subaru of Indiana Automotive"
"9631","Subaru of Indiana Automotive, Incorporated"
"9632","Suez Energy Generation NA, Inc"
"9633","Sugar Cane Growers Cooperative of Florida"
"9634","Sullivan County"
"9635","Sumitomo Corporation of America"
"9636","Sumitomo Rubber Industries Ltd"
"9637","Sumitomo Rubber USA, LLC"
"9638","Summit County"
"9639","Summit County Resource Allocation Park"
"9640","Summit Ethanol dba POET Biorefining - Leipsic"
"9641","Summit Ethanol, LLC dba POET Biorefining-Leipsic"
"9642","Summit Materials, LLC"
"9643","Summit Midstream Partners LLC"
"9644","Summit Midstream Partners, LLC"
"9645","Summit Midstream Partners, LLC."
"9646","Summit Petroleum Corp"
"9647","Summit Petroleum Corporation"
"9648","Sun Capital"
"9649","Sun Chemical"
"9650","SunCoke Energy"
"9651","Suncoke Energy"
"9652","Suncor Energy (U.S.A.)"
"9653","Sundance Energy Australia"
"9654","Sundance Energy, INC"
"9655","Sundevil Power Holdings, LLC"
"9656","Sunflower  Electric Power Corporation"
"9657","Sunflower Electric Power Corporation"
"9658","Sunny Farms Landfill, LLC"
"9659","Sunnyside Cogeneration Associates"
"9660","Sunoco Inc. (R&M)"
"9661","Sunoco Inc. R&M"
"9662","Sunoco Inc. Refining & Marketing"
"9663","Sunoco Partners Marketing & Terminals, L.P."
"9664","Sunoco Retail LLC"
"9665","Sunoco, Inc"
"9666","Sunoco, Inc."
"9667","Sunoco, Inc. (R&M)"
"9668","Sunrise Coal LLC"
"9669","Sunrise Coal, LLC"
"9670","Superior Forge & Steel Corporation"
"9671","Superior Industries International, Inc."
"9672","Superior Pipeline Company"
"9673","Superior Pipeline Company, LLC"
"9674","Superior Pipeline Company, LLC."
"9675","Superior Plus US Holdings Inc"
"9676","Superiror Pipeline Company, LLC"
"9677","Surry County"
"9678","Surry County Landfill"
"9679","Sussex County Board of Supervisors"
"9680","Sussex County MUA"
"9681","Swift Energy Operating, LLC"
"9682","Swift Lumber, Inc."
"9683","Swinger Trucking Inc"
"9684","Sylvamo North America LLC"
"9685","Sylvamo North America, LLC"
"9686","Symrise, INC"
"9687","Symrise, Inc"
"9688","Synagro - Central, LLC"
"9689","Synagro - South, LLC"
"9690","Synergy Resources CORP"
"9691","Syngenta Corp."
"9692","Syngenta Corporation"
"9693","Synthomer Jefferson Hills LLC"
"9694","Syracuse University"
"9695","T S LANDFILL, INC"
"9696","T S Landfill, Inc."
"9697","T-C Oil Company"
"9698","TA Ada Holdings LLC"
"9699","TA CHEN INTERNATIONAL INC"
"9700","TAC MANUFACTURING"
"9701","TAIHEIYO CEMENT USA INC"
"9702","TAILWATER ENERGY FUND IV LP"
"9703","TAK INVESTMENT HOLDINGS, LLC"
"9704","TAK INVESTMENT LLC"
"9705","TALCO MIDSTREAM ASSETS, LTD"
"9706","TALEN ENERGY CORP"
"9707","TALISMAN ENERGY USA INC"
"9708","TALL CITY OPERATIONS III LLC"
"9709","TALL OAK MIDSTREAM LLC"
"9710","TALLGRASS DEVELOPMENT LP"
"9711","TALLGRASS OPERATIONS LLC"
"9712","TALOS ENERGY INC"
"9713","TALOS ENERGY LLC"
"9714","TALOS ENERGY OFFSHORE LLC"
"9715","TAMINCO US INC"
"9716","TAMPA ELECTRIC CO"
"9717","TANA EXPLORATION CO LLC"
"9718","TANADGUSIX CORP"
"9719","TANGIPAHOA PARISH GOVERNMENT"
"9720","TANNER STREET GENERATION LLC"
"9721","TANNER STREET GENERATION, LLC"
"9722","TANOS EXPLORATION II LLC"
"9723","TAP ROCK OPERATING LLC"
"9724","TAPSTONE ENERGY LLC"
"9725","TAQA NORTH LTD"
"9726","TAQA North Ltd."
"9727","TAQA USA INC"
"9728","TARGA GCX PIPELINE LLC"
"9729","TARGA PIPELINE MID-CONTINENT WESTOK, LLC"
"9730","TARGA PIPELINE PARTNERS, LP"
"9731","TARGA RESOURCES"
"9732","TARGA RESOURCES CORP"
"9733","TARGA RESOURCES CORPORATION"
"9734","TARGA RESOURCES Corporation"
"9735","TARGA RESOURCES INC"
"9736","TATA CHEMICALS (SODA ASH) PARTNERS"
"9737","TATA CHEMICALS (SODA ASH) PARTNERS NORTH AMERICA"
"9738","TATE & LYLE INGREDIENTS AMERICAS LLC"
"9739","TATE & LYLE Ingredients Americas LLC"
"9740","TATE & LYLE SOLUTIONS USA LLC"
"9741","TATE & LYLE SOLUTIONS USA, LLC"
"9742","TATE & LYLE SUCRALOSE LLC"
"9743","TAUBER OIL CO"
"9744","TAUNTON MUNICIPAL LIGHTING PLANT"
"9745","TAZEWELL COUNTY BOARD OF SUPERVISORS"
"9746","TC INDUSTRIES INC"
"9747","TC INDUSTRIES, INC."
"9748","TC Industries, Inc."
"9749","TC PIPELINES LP"
"9750","TEAL NATURAL RESOURCES LLC"
"9751","TEAM TEN LLC"
"9752","TECK AMERICAN INC"
"9753","TECO Coal Corp"
"9754","TECO Coal Corporation"
"9755","TECO ENERGY INC"
"9756","TECOLOTE ENERGY LLC"
"9757","TECPETROL CORP"
"9758","TEHAMA COUNTY/CITY OF RED BLUFF LANDFILL AGENCY"
"9759","TEJAS POWER GENERATION LLC"
"9760","TEKNOR APEX"
"9761","TELLUS ENERGY GROUP LLC"
"9762","TEMPLAR ENERGY LLC"
"9763","TEMPLE GENERATION I LLC"
"9764","TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION"
"9765","TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION FACILITIES MANAGEMENT"
"9766","TEMPLE-INLAND INC"
"9767","TENARIS"
"9768","TENASKA ALABAMA II PARTNERS LP"
"9769","TENASKA ALABAMA PARTNERS LP"
"9770","TENASKA ENERGY INC"
"9771","TENASKA FRONTIER PARTNERS LTD"
"9772","TENASKA GATEWAY PARTNERS LTD"
"9773","TENASKA GEORGIA PARTNERS LP"
"9774","TENASKA INC"
"9775","TENASKA PENNSYLVANIA PARTNERS LLC"
"9776","TENASKA VIRGINIA PARTNERS LP"
"9777","TENAWA HAVEN PROCESSING LLC"
"9778","TENAWA RESOURCE MANAGEMENT LLC"
"9779","TENNESSEE BOARD OF REGENTS"
"9780","TENRGYS LLC"
"9781","TENSAS PARISH POLICE JURY"
"9782","TEP REX Holdings, LLC"
"9783","TEP Rex Holdings, LLC"
"9784","TEP Rocky Mountain LLC"
"9785","TEP Rocky Mountain, LLC"
"9786","TERRA ENERGY PARTNERS"
"9787","TERRA ENERGY PARTNERS LLC"
"9788","TERRA NITROGEN CO LP"
"9789","TERRA NITROGEN CO, LP"
"9790","TERRA-GEN POWER LLC"
"9791","TERRA-GEN POWER, LLC"
"9792","TERREBONNE PARISH CONSOLIDATED GOVERNMENT"
"9793","TERVES INC"
"9794","TESLA INC"
"9795","TESLA MOTORS"
"9796","TESORO CORP"
"9797","TESSENDERLO GROUP INC"
"9798","TETON SELKIRK LLC (ATLANTIC POWER HOLDINGS LLC)"
"9799","TETON SELKIRK, LLC (Atlantic Power Holdings, LLC)"
"9800","TETRA TECHNOLOGIES INC"
"9801","TETRA Technologies Incorporated"
"9802","TEX MONCRIEF EXPLORACOUNT II LLC"
"9803","TEXAS AMERICAN RESOURCES CO"
"9804","TEXAS DISPOSAL SYSTEMS LANDFILL INC"
"9805","TEXAS INDUSTRIES INC"
"9806","TEXAS INSTRUMENTS INC"
"9807","TEXAS KEYSTONE INC"
"9808","TEXAS LEHIGH CEMENT CO LP"
"9809","TEXAS LEHIGH CEMENT CO, LP"
"9810","TEXAS MEDICAL CENTER CENTRAL HEATING & COOLING SERVICES CORP"
"9811","TEXAS PETROLEUM INVESTMENT CO"
"9812","TEXAS TECH UNIVERSITY"
"9813","TEXAS TECH UNIVERSITY SYSTEM"
"9814","TEXAS TRANSMISSION HOLDING CORP"
"9815","TEXGEN POWER LLC"
"9816","TEXLAND PETROLEUM LP"
"9817","TEXOMA AREA SOLID WASTE AUTHORITY"
"9818","TEXTRON INC"
"9819","TG Natural Resources LLC"
"9820","TGGT HOLDINGS, LLC"
"9821","TGGT Holdings, LLC"
"9822","THARALDSON ETHANOL PLANT I LLC"
"9823","THARALDSON ETHANOL PLANT I, LLC"
"9824","THE AES CORP"
"9825","THE AMERICAN COAL CO"
"9826","THE ANDERSONS INC"
"9827","THE ANDERSONS, INC"
"9828","THE ANSCHUTZ CORP"
"9829","THE BLACKSTONE GROUP"
"9830","THE BOEING CO"
"9831","THE CARLYLE GROUP"
"9832","THE CARLYLE GROUP LP"
"9833","THE CHARLES COUNTY GOVERNMENT"
"9834","THE CHEMOURS CO"
"9835","THE CHEMOURS CO FC LLC"
"9836","THE CHEMOURS CO FC, LLC"
"9837","THE CHILDREN'S HOSPITAL OF PHILADELPHIA"
"9838","THE CITY OF FARGO"
"9839","THE CITY OF FARGO NORTH DAKOTA"
"9840","THE CLEVELAND CLINIC FOUNDATION"
"9841","THE COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY"
"9842","THE COLLEGE OF NEW JERSEY"
"9843","THE DAY & ZIMMERMANN GROUP INC"
"9844","THE DAYTON POWER & LIGHT CO"
"9845","THE DOW CHEMICAL CO"
"9846","THE EMPIRE DISTRICT ELECTRIC CO"
"9847","THE GAS BOARD OF THE CITY OF BOAZ"
"9848","THE GEORGE WASHINGTON UNIVERSITY"
"9849","THE GOLDMAN SACHS GROUP INC"
"9850","THE GOODYEAR TIRE & RUBBER CO"
"9851","THE GORES GROUP LLC"
"9852","THE HORRY COUNTY SOLID WASTE AUTHORITY INC"
"9853","THE INTERNATIONAL GROUP INC"
"9854","THE INTERNATIONAL GROUP, INC"
"9855","THE JOHNS HOPKINS UNIVERSITY"
"9856","THE KRAFT GROUP"
"9857","THE KRAFT HEINZ CO"
"9858","THE LACLEDE GROUP INC"
"9859","THE LYCRA CO LLC"
"9860","THE METHODIST HOSPITAL"
"9861","THE MORNING STAR CO"
"9862","THE MOSAIC CO"
"9863","THE MOUNT SINAI MEDICAL CENTER"
"9864","THE NAVAJO NATION TRIBAL GOVERNMENT"
"9865","THE NEIL JONES FOOD CO"
"9866","THE NEWARK GROUP INC"
"9867","THE OHIO VALLEY COAL CO"
"9868","THE ONEIDA GROUP INC"
"9869","THE PENNSYLVANIA STATE UNIVERSITY"
"9870","THE PRESIDENT & FELLOWS OF HARVARD COLLEGE HARVARD UNIVERSITY"
"9871","THE PROCTER & GAMBLE CO"
"9872","THE REGENTS OF THE UNIVERSITY OF MICHIGAN"
"9873","THE RENCO GROUP INC"
"9874","THE RESERVE GROUP"
"9875","THE SALT RIVER PIMA - MARICOPA INDIAN COMMUNITY"
"9876","THE SINCLAIR COS"
"9877","THE SOLID WASTE DISPOSAL AUTHORITY OF THE CITY OF HUNTSVILLE"
"9878","THE SOUTHERN CO"
"9879","THE STATE OF KANSAS"
"9880","THE STATE OF NORTH CAROLINA"
"9881","THE STATE OF OKLAHOMA EX REL THE BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA ON BEHALF OF THE HEA"
"9882","THE TIMKEN CO"
"9883","THE TRUSTEES OF PRINCETON UNIVERSITY"
"9884","THE UNIVERSITY OF DELAWARE"
"9885","THE UNIVERSITY OF ILLINOIS"
"9886","THE UNIVERSITY OF IOWA"
"9887","THE UNIVERSITY OF MAINE SYSTEM"
"9888","THE UNIVERSITY OF NORTH CAROLINA"
"9889","THE UNIVERSITY OF TENNESSEE"
"9890","THE UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON"
"9891","THE UNIVERSITY OF TEXAS SYSTEM"
"9892","THE UNIVERSITY OF WASHINGTON BOARD OF REGENTS"
"9893","THE UNIVERSITY SYSTEM OF GEORGIA"
"9894","THE UNIVERSITY SYSTEM OF GEORGIA BOARD OF REGENTS"
"9895","THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE"
"9896","THE VANDERBILT UNIVERSITY"
"9897","THE WALT DISNEY CO"
"9898","THE WASHINGTON UNIVERSITY"
"9899","THE WESTERN SUGAR COOPERATIVE"
"9900","THE WILLIAM HERBERT HUNT TRUST ESTATE"
"9901","THE WILLIAMS COS"
"9902","THE WILLIAMS COS INC"
"9903","THE YALE CORP"
"9904","THERMAFIBER, INC"
"9905","THERMAGEN POWER GROUP, LLC"
"9906","THERMAL VENTURE"
"9907","THERMAL VENTURES II LP"
"9908","THERMAL VENTURES II, LP"
"9909","THERMO FISHER SCIENTIFIC INC"
"9910","THIELE KAOLIN CO"
"9911","THOROUGHFARE MINING LLC"
"9912","THREE RIVERS SOLID WASTE MANAGEMENT AUTHORITY"
"9913","THUNDER CREEK GAS SERVICES LLC"
"9914","THYSSENKRUPP STEEL USA LLC"
"9915","TIMBER CREEK OPERATING LLC"
"9916","TIMBER CREEK OPERATING, LLC"
"9917","TIMKENSTEEL CORP"
"9918","TIN Inc. dba Interntional Paper"
"9919","TIN Inc. dba Temple-Inland"
"9920","TIN Inc., dba Temple-Inland"
"9921","TIN, Inc., dba Temple Inland"
"9922","TITAN AMERICA LLC"
"9923","TITAN INTERNATIONAL INC"
"9924","TITAN ROCK EXPLORATION & PRODUCTION LLC"
"9925","TITAN ROCK EXPLORATION & PRODUCTION, LLC"
"9926","TITUS OIL & GAS LLC"
"9927","TIVERTON POWER"
"9928","TODD BROIN"
"9929","TOKAI CARBON CB"
"9930","TOKAI CARBON CB LTD"
"9931","TOKYO GAS AMERICA LTD"
"9932","TOM-Stack, LLC"
"9933","TOMPC LLC"
"9934","TOMPC, LLC"
"9935","TONAWANDA COKE CORP"
"9936","TOP GUN INVESTMENT CORP II"
"9937","TOPAZ POWER GROUP LLC"
"9938","TORAY HOLDING (USA) INC"
"9939","TORAY INDUSTRIES AMERICA INC"
"9940","TOTAL E and P USA, INC"
"9941","TOTAL E&P USA INC"
"9942","TOTAL E&P USA, INC."
"9943","TOTAL HOLDINGS USA INC"
"9944","TOTAL Holdings USA, INC"
"9945","TOTAL Holdings USA, Inc."
"9946","TOTAL PETROCHEMICALS USA, INC"
"9947","TOWER US HOLDINGS IN"
"9948","TOWERJAZZ TEXAS INC"
"9949","TOWN OF BABYLON"
"9950","TOWN OF BABYLON NEW YORK"
"9951","TOWN OF BOURNE"
"9952","TOWN OF COLONIE"
"9953","TOWN OF COLONIE NEW YORK"
"9954","TOWN OF KEARNY"
"9955","TOWN OF MANCHESTER"
"9956","TOWN OF MANCHESTER CONNECTICUT"
"9957","TOWN OF MIDDLEBOROUGH"
"9958","TOWN OF MIDDLEBOROUGH MASSACHUSETTS"
"9959","TOWN OF WINDSOR"
"9960","TOWN OF WINDSOR CONNECTICUT"
"9961","TOYODA GOSEI NORTH AMERICA"
"9962","TOYODA GOSEI NORTH AMERICA CORP"
"9963","TOYOTA INDUSTRIES NORTH AMERICA"
"9964","TOYOTA MOTOR NA INC"
"9965","TOYOTA MOTOR NORTH AMERICA INC"
"9966","TOYOTA TSUSHO AMERICA INC"
"9967","TOYOTA TSUSHO POWER USA INC"
"9968","TOYOTA TSUSHO ST JOSEPH II LLC"
"9969","TPC GROUP INC"
"9970","TPC GROUP LLC"
"9971","TPC Group Inc."
"9972","TPC Group LLC"
"9973","TPF GENCO CO-INVESTMENT FUND LP"
"9974","TPF GENCO CO-INVESTMENT FUND, LP"
"9975","TPF Genco Co-Investment Fund, L.P."
"9976","TPF Genco Co-Investment Fund, LP"
"9977","TPF II Covert Co-Investment Fund, L.P."
"9978","TPF II, L.P."
"9979","TPF II-A, L.P."
"9980","TPF II-B, L.P."
"9981","TPG CAPITAL MANAGEMENT LP"
"9982","TRACE MIDSTREAM PARTNERS LLC"
"9983","TRADEMARK NITROGEN CORP"
"9984","TRADEMARK NITROGEN CORPORATION"
"9985","TRAILSTONE LP"
"9986","TRAMMO INC"
"9987","TRANS-JORDAN CITIES UT"
"9988","TRANS-JORDAN CITIES, UT"
"9989","TRANSALTA CENTRALIA GENERATION/MINING"
"9990","TRANSALTA CORP"
"9991","TRANSALTA USA INC"
"9992","TRANSCANADA ENERGY USA INC"
"9993","TRANSCANADA ENERGY USA, INC"
"9994","TRANSCANADA GL INC"
"9995","TRANSCANADA PIPELINE USA LTD"
"9996","TRANSIT WASTE LLC"
"9997","TRANSLOAD AMERICA, INC"
"9998","TRANSMONTAIGNE"
"9999","TRANSOCEAN INC"
"10000","TRANSTECH INDUSTRIES INC"
"10001","TRANSTECH INDUSTRIES, INC"
"10002","TRANSWORLD OIL"
"10003","TRANSWORLD OIL USA INC"
"10004","TRAXYS"
"10005","TRAXYS NORTH AMERICA"
"10006","TRC CYPRESS GROUP"
"10007","TRC Cypress Group"
"10008","TRC SOLUTIONS INC"
"10009","TRC Solutions Inc."
"10010","TREADSTONE ENERGY PARTNERS LLC"
"10011","TRECORA RESOURCES"
"10012","TRECORA Resources"
"10013","TREDEGAR CORP"
"10014","TREEHOUSE FOODS INC"
"10015","TRENDWELL ENERGY CORP"
"10016","TRENTON AGRI PRODUCTS LLC"
"10017","TRI-ARROWS ALUMINUM INC"
"10018","TRI-STATE GENERATION & TRANSMISSION"
"10019","TRI-STATE GENERATION & TRANSMISSION (100% Ownership of Unit 3 only)"
"10020","TRI-STATE GENERATION & TRANSMISSION ASSOC INC"
"10021","TRIANGLE USA PETROLEUM CORP"
"10022","TRIDENT SEAFOODS CORP"
"10023","TRINITY CONSTRUCTION MATERIALS INC"
"10024","TRINITY HEALTH CORP"
"10025","TRINITY INDUSTRIES INC"
"10026","TRINSEO"
"10027","TRINSEO PLC"
"10028","TRIQUINT SEMICONDUCTOR INC"
"10029","TRIQUINT SEMICONDUCTOR TEXAS, LP"
"10030","TRISTREAM ENERGY, LLC"
"10031","TRIUMPH AEROSPACE SYSTEM GROUP INC"
"10032","TRIUMPH ENERGY PARTNERS"
"10033","TRONOX INC"
"10034","TRONOX LTD"
"10035","TRP ENERGY LLC"
"10036","TRP Energy LLC"
"10037","TRUE OIL LLC"
"10038","TRUNKLINE GAS CO"
"10039","TRUNKLINE GAS COMPANY"
"10040","TRUNKLINE LNG Company"
"10041","TRUSTEES OF BOSTON UNIVERSITY"
"10042","TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK"
"10043","TRUSTEES OF DARTMOUTH COLLEGE"
"10044","TRUSTEES OF INDIANA UNIVERSITY"
"10045","TTK POWER LLC"
"10046","TTK Power, LLC"
"10047","TUCKER COUNTY SOLID WASTE AUTHORITY"
"10048","TUCSON ELECTRIC POWER"
"10049","TUCSON ELECTRIC POWER CO"
"10050","TUG HILL OPERATING"
"10051","TULARE COUNTY SOLID WASTE DEPARTMENT"
"10052","TUMBLEWEED MIDSTREAM LLC"
"10053","TUNNEL HILL PARTNERS"
"10054","TUNNEL HILL PARTNERS LP"
"10055","TURLOCK IRRIGATION DISTRICT"
"10056","TURLOCK IRRIGATION DISTRICT EMPLOYEES ASSOC"
"10057","TWIN LANDFILL CORP"
"10058","TWIN Landfill Corporation"
"10059","TWIN RIVERS PAPER CO LLC"
"10060","TXI OPERATIONS INC"
"10061","TXI Operations, Inc"
"10062","TYR ENERGY"
"10063","TYR ENERGY INC"
"10064","TYR Energy"
"10065","TYSON FARMS INC"
"10066","TYSON FOODS INC"
"10067","TYSON FOODS, INC"
"10068","TYSON POULTRY, INC"
"10069","Taiheiyo Cement U.S.A., Inc."
"10070","Tailwater Energy Fund IV LP"
"10071","Talen Energy CORP"
"10072","Talen Energy Corp"
"10073","Talisman Energy USA Inc."
"10074","Tall City Operations LLC"
"10075","Tall Corn Ethanol,LLC"
"10076","Tall Oak Midstream, LLC"
"10077","Tallgrass MLP Operations, LLC"
"10078","Tallgrass MLP operations, LLC"
"10079","Tallgrass Operations, LLC"
"10080","Taminco Inc"
"10081","Taminco Inc."
"10082","Taminco US"
"10083","Taminco US Inc."
"10084","Taminco US LLC"
"10085","Taminco US, Inc."
"10086","Tampa Electric CO"
"10087","Tampa Electric Co"
"10088","Tampa Electric Company"
"10089","Tana Exploration Company, LLC"
"10090","Tanadgusix Corporation"
"10091","Tangipahoa Parish Government"
"10092","Tanner Street Generation, LLC"
"10093","Tap Rock Operating"
"10094","Tap Rock Operating, LLC"
"10095","Tapstone Energy LLC"
"10096","Targa Downstream LP"
"10097","Targa GCX Pipeline LLC"
"10098","Targa Resources Corporation"
"10099","Tascosa Energy Partners, LLC"
"10100","Tata Chemicals (Soda Ash) Partners North America"
"10101","Tate & Lyle Ingredients America LLC"
"10102","Tate & Lyle Ingredients America, LLC"
"10103","Tate & Lyle Ingredients Americas LLC"
"10104","Tate & Lyle Ingredients Americas, LLC"
"10105","Tate & Lyle Sucralose LLC"
"10106","Tate & Lyle Sucralose, LLC"
"10107","Tauber Oil"
"10108","Taunton Municipal Lighting Plant"
"10109","Tazewell County Board of Supervisors"
"10110","Teal Natural Resources"
"10111","Team Ten LLC"
"10112","Teck American Incorporated"
"10113","Tecolote Energy LLC"
"10114","Tecpetrol Corporation"
"10115","Tehama County/City of Red Bluff Landfill Agency"
"10116","Tejas Power Generation LLC"
"10117","Tejas Power Generation, LLC."
"10118","Teknor Apex"
"10119","Telefunken Semiconductors America, LLC"
"10120","Tellurian Production Holdings LLC"
"10121","Tellus Energy Group, LLC"
"10122","Templar Energy LLC"
"10123","Temple Inland"
"10124","Temple University of the Commonwealth System of Higher Education Facilities Management"
"10125","Temple-Inland"
"10126","Temple-Inland (TIN Inc.)"
"10127","Tenaris"
"10128","Tenaska Alabama II Partners, LP"
"10129","Tenaska Alabama Partners, LP"
"10130","Tenaska Energy, Inc. and Tenaska Energy Holdings, LLC"
"10131","Tenaska Frontier Partners, LTD"
"10132","Tenaska Gateway Partners, LTD"
"10133","Tenaska Georgia Partners, LP"
"10134","Tenaska Pennsylvania Partners, LLC"
"10135","Tenaska Power Fund LP"
"10136","Tenaska Power Fund, L.P."
"10137","Tenaska Virginia Partners, LP"
"10138","Tennessee Board of Regents"
"10139","Tensas Parish Police Jury"
"10140","Terra Nitrogen Company, LP"
"10141","Terra-Gen Power, LLC"
"10142","Terracore Operating CO"
"10143","Terrebonne Parish Consolidated Government"
"10144","Terves INC"
"10145","Tervita, LLC"
"10146","Tesla Motors"
"10147","Tesoro Corporation"
